Key,Name_EN,Name_TH,Desc_EN,Desc_TH,RawDesc_EN,RawDesc_TH,Lore_EN,Lore_TH,Category,HeroType,MaxLevel
Se_Star_Aurena_I_BonusFromStones,Component Analysis,การวิเคราะห์ชิ้นส่วน,Increases the resources gained from <color=yellow>Gold Shards</color> and <color=yellow>Dream Dust Shards</color> by 40%<sprite=5>.,เพิ่มทรัพยากรที่ได้รับจาก <color=yellow>เศษทอง</color> และ <color=yellow>เศษผงแห่งฝัน</color> ขึ้น 40%<sprite=5>,Increases the resources gained from <color=yellow>Gold Shards</color> and <color=yellow>Dream Dust Shards</color> by {0}.,เพิ่มทรัพยากรที่ได้รับจาก <color=yellow>Gold Shards</color> และ <color=yellow>Dream Dust Shards</color> ขึ้น {0},,,Imagination,Hero_Aurena,4
Se_Star_Aurena_I_GoldEveryZone,Glittering Golden Antlers,เขากวางทองคำระยิบระยับ,Gain 60<sprite=5> <color=yellow>Gold</color> every time you enter a new world.,ได้รับ <color=yellow>Gold</color> 60<sprite=5> ทุกครั้งที่คุณเข้าสู่โลกใหม่,Gain {0} <color=yellow>Gold</color> every time you enter a new world.,ได้รับ {0} <color=yellow>โกลด์</color> ทุกครั้งที่เข้าสู่โลกใหม่,"With sandpaper, cloth, and time, you can always acquire a bit of Gold.",การทดลองและการตรวจสอบจะต้องละเอียดถี่ถ้วนเสมอ ความเจ็บปวดหรือชีวิตของกลุ่มทดลองเป็นเพียงข้อพิจารณาอันดับรองสำหรับเธอเท่านั้น,Imagination,Hero_Aurena,4
Se_Star_Aurena_I_GoldOnMerchantDamage,Fun Experiment,การทดลองแสนสนุก,"Gain 4 Gold each time you damage a <color=yellow>Merchant</color>, up to a maximum of 40<sprite=5> Gold.",ได้รับ Gold 4 ครั้งเมื่อคุณสร้างความเสียหายให้กับ <color=yellow>Merchant</color> สูงสุด Gold 40<sprite=5>,"Gain {0} Gold each time you damage a <color=yellow>Merchant</color>, up to a maximum of {1} Gold.",ได้รับ {0} ทองคำทุกครั้งที่คุณทำความเสียหายแก่ <color=yellow>พ่อค้า</color> สูงสุด {1} ทองคำ,Aurena herself doesn't seem to see anything wrong with this.,การทดลองและการตรวจสอบจะต้องละเอียดถี่ถ้วนเสมอ ความเจ็บปวดหรือชีวิตของกลุ่มทดลองเป็นเพียงข้อพิจารณาอันดับรองสำหรับเธอเท่านั้น,Imagination,Hero_Aurena,3
Se_Star_Aurena_I_PotionGold,Equivalent Exchange,การแลกเปลี่ยนที่เท่าเทียม,Gain 10<sprite=5> Gold each time you acquire a <color=yellow>Health Potion</color>.,ได้รับ 10<sprite=5> Gold ทุกครั้งที่ได้รับ <color=yellow>Health Potion</color>,Gain {0} Gold each time you acquire a <color=yellow>Health Potion</color>.,ได้รับ {0} ทอง ทุกครั้งที่ได้รับ <color=yellow>น้ำยาฟื้นฟูพลังชีวิต</color>,,,Imagination,Hero_Aurena,3
Se_Star_Aurena_I_RevealWorld,Anguillian Hypersense,สัมผัสไวเยี่ยงปลาไหล,"When entering a world, <color=yellow>reveal</color> 3<sprite=5> random locations.",เมื่อเข้าสู่โลก จะ<color=yellow>เปิดเผย</color> 3<sprite=5> ตำแหน่งแบบสุ่ม,"When entering a world, <color=yellow>reveal</color> {0} random locations.",เมื่อเข้าสู่โลก จะ<color=yellow>เปิดเผย</color>ตำแหน่งสุ่ม {0} แห่ง,,,Imagination,Hero_Aurena,3
Se_Star_Aurena_L_Armor,Beautiful Plumage,ขนนกวิจิตร,Increases <color=yellow>Armor</color> by 3<sprite=5>.,เพิ่ม <color=yellow>เกราะ</color> ขึ้น 3<sprite=5>,Increases <color=yellow>Armor</color> by {0}.,เพิ่ม <color=yellow>เกราะ</color> ขึ้น {0},,,Life,Hero_Aurena,4
Se_Star_Aurena_L_ArmorOnLowHp,Feather Oil,น้ำมันเคลือบขน,Increases <color=yellow>Armor</color> by 30<sprite=5> when your Health is below 40%.,เพิ่ม <color=yellow>เกราะ</color> ขึ้น 30<sprite=5> เมื่อพลังชีวิตของคุณต่ำกว่า 40%,Increases <color=yellow>Armor</color> by {0} when your Health is below {1}.,เพิ่ม <color=yellow>เกราะ</color> ขึ้น {0} เมื่อพลังชีวิตของคุณต่ำกว่า {1},,,Life,Hero_Aurena,3
Se_Star_Aurena_L_HealAmpOnLowHp,Autophagy,กัดกินตนเอง,Increases <color=yellow>healing</color> given and received by 15%<sprite=5> when your Health is below 50%.,เพิ่มการ<color=yellow>ฟื้นฟู</color>ทั้งที่ให้และได้รับ 15%<sprite=5> เมื่อพลังชีวิตของคุณต่ำกว่า 50%,Increases <color=yellow>healing</color> given and received by {0} when your Health is below {1}.,เพิ่ม<color=yellow>การรักษา</color>ที่มอบให้และได้รับ {0} เมื่อพลังชีวิตของคุณต่ำกว่า {1},,,Life,Hero_Aurena,3
Se_Star_Aurena_L_HealAmpWithPenalty,Experimental Hypothesis,สมมติฐานการทดลอง,"Increases damage taken from enemies by 20%, but increases healing given and received by 15%<sprite=5>.",เพิ่มความเสียหายที่ได้รับจากศัตรู 20% แต่เพิ่มการรักษาที่ให้และได้รับ 15%<sprite=5>,"Increases damage taken from enemies by {0}, but increases healing given and received by {1}.",เพิ่มความเสียหายที่ได้รับจากศัตรู {0} แต่เพิ่มปริมาณการรักษาที่ให้และได้รับ {1},,,Life,Hero_Aurena,4
Se_Star_Aurena_L_ShareHeal,Circulating Life,พลังชีวิตไหลเวียน,"When you recover Health, <color=yellow>heal</color> a nearby ally other than yourself with the lowest Health for 20%<sprite=5> of the amount healed.","เมื่อคุณฟื้นฟู Health, <color=yellow>รักษา</color>พันธมิตรที่อยู่ใกล้เคียงที่ไม่ใช่ตัวคุณเองซึ่งมี Health ต่ำที่สุดเป็นจำนวน 20%<sprite=5> ของปริมาณที่ฟื้นฟู","When you recover Health, <color=yellow>heal</color> a nearby ally other than yourself with the lowest Health for {0} of the amount healed.",เมื่อคุณฟื้นฟูพลังชีวิต <color=yellow>รักษา</color>พันธมิตรที่อยู่ใกล้ที่สุดที่ไม่ใช่ตัวคุณเองที่มีพลังชีวิตน้อยที่สุดเป็นจำนวน {0} ของปริมาณที่ฟื้นฟู,,,Life,Hero_Aurena,3
Se_Star_Aurena_L_SpeedOnDamage,Eel-like Agility,พริ้วไหวดั่งปลาไหล,"When you take damage, your <color=yellow>Movement Speed</color> increases by 10%<sprite=5> for 2 seconds.","เมื่อคุณได้รับความเสียหาย, <color=yellow>ความเร็วในการเคลื่อนที่</color>ของคุณจะเพิ่มขึ้น 10%<sprite=5> เป็นเวลา 2 วินาที","When you take damage, your <color=yellow>Movement Speed</color> increases by {0} for {1} seconds.",เมื่อคุณได้รับความเสียหาย <color=yellow>ความเร็วในการเคลื่อนที่</color> ของคุณจะเพิ่มขึ้น {0} เป็นเวลา {1} วินาที,"Her graceful and elegant movements, uncharacteristic of a scholar, are one of the physical traits of Anguillians.",การเคลื่อนไหวที่สง่างามและอ่อนช้อยของเธอ ซึ่งไม่เหมือนลักษณะของนักวิชาการ เป็นหนึ่งในลักษณะทางกายภาพของชาวแองกิลเลียน,Life,Hero_Aurena,4
Se_Star_Bismuth_D_AtkSpd,Speed Reading,นักอ่านความเร็วสูง,Increases <color=yellow>Attack Speed</color> by 9%<sprite=5>.,เพิ่ม <color=yellow>ความเร็วในการโจมตี</color> 9%<sprite=5>,Increases <color=yellow>Attack Speed</color> by {0}.,เพิ่ม <color=yellow>ความเร็วโจมตี</color> ขึ้น {0},,,Destruction,Hero_Bismuth,4
Se_Star_Bismuth_D_AtkSpdFromDismantle,Enlightenment,การตื่นรู้,"Each time you <color=yellow>dismantle</color> a Memory or Essence, your Attack Speed increases permanently by 3%<sprite=5>, but Dream Dust gained is reduced by 35%. Attack Speed increase varies by rarity: <color=#e6efff>70%</color>, <color=#8af5ff>100%</color>, <color=#c478ff>150%</color>, <color=#ff6969>300%</color>.","ทุกครั้งที่คุณ<color=yellow>แยกชิ้นส่วน</color> Memory หรือ Essence, ความเร็วโจมตีของคุณจะเพิ่มขึ้นถาวร 3%<sprite=5> แต่ Dream Dust ที่ได้รับจะลดลง 35% ความเร็วโจมตีที่เพิ่มขึ้นจะแตกต่างกันไปตามความหายาก: <color=#e6efff>70%</color>, <color=#8af5ff>100%</color>, <color=#c478ff>150%</color>, <color=#ff6969>300%</color>","Each time you <color=yellow>dismantle</color> a Memory or Essence, your Attack Speed increases permanently by {0}, but Dream Dust gained is reduced by {1}. Attack Speed increase varies by rarity: <color=#e6efff>{2}</color>, <color=#8af5ff>{3}</color>, <color=#c478ff>{4}</color>, <color=#ff6969>{5}</color>.","ทุกครั้งที่คุณ <color=yellow>แยกชิ้นส่วน</color> เมมโมรี่หรือเอสเซนส์ ความเร็วโจมตีของคุณจะเพิ่มขึ้นอย่างถาวรเป็น {0} แต่ดรีม ดัสต์ที่ได้รับจะลดลง {1} การเพิ่มความเร็วโจมตีจะแตกต่างกันไปตามความหายาก: <color=#e6efff>{2}</color>, <color=#8af5ff>{3}</color>, <color=#c478ff>{4}</color>, <color=#ff6969>{5}</color>",,,Destruction,Hero_Bismuth,3
Se_Star_Bismuth_D_BonusAttackEffect,Arrow of the Mind,ศรแห่งจิต,"Your Maximum Health is reduced by 15%, but in return, your basic attacks have a 25%<sprite=5> chance to fire an additional arrow that triggers an <color=yellow>attack effect</color>.",พลังชีวิตสูงสุดของคุณจะลดลง 15% แต่ในการแลกเปลี่ยนนั้น การโจมตีพื้นฐานของคุณมีโอกาส 25%<sprite=5> ที่จะยิงธนูเพิ่มเติมที่ทำให้เกิด <color=yellow>เอฟเฟกต์การโจมตี</color>,"Your Maximum Health is reduced by {0}, but in return, your basic attacks have a {1} chance to fire an additional arrow that triggers an <color=yellow>attack effect</color>.",พลังชีวิตสูงสุดของคุณจะลดลง {0} แต่เมื่อตอบแทน การโจมตีปกติของคุณมีโอกาส {1} ที่จะยิงลูกธนูเพิ่มเติมที่ทำให้เกิด <color=yellow>เอฟเฟกต์การโจมตี</color>,,,Destruction,Hero_Bismuth,3
Se_Star_Bismuth_D_Conquerer,Mental Attunement,สื่อจิตประสาน,"Gain 1 stack of <color=yellow>Attunement</color> with each basic attack, up to 8 stacks. Each stack increases your Attack Damage and Ability Power by 0.5<sprite=5>. All stacks are lost when you take damage from enemies.",ได้รับ <color=yellow>การปรับสภาพ</color> 1 สแต็คจากการโจมตีปกติแต่ละครั้ง สูงสุด 8 สแต็ค แต่ละสแต็คจะเพิ่มพลังโจมตีและพลังเวทของคุณ 0.5<sprite=5> สแต็คทั้งหมดจะหายไปเมื่อคุณได้รับความเสียหายจากศัตรู,"Gain 1 stack of <color=yellow>Attunement</color> with each basic attack, up to {0} stacks. Each stack increases your Attack Damage and Ability Power by {1}. All stacks are lost when you take damage from enemies.",ได้รับ <color=yellow>การปรับตัว</color> 1 สแต็กจากการโจมตีพื้นฐานแต่ละครั้ง สูงสุด {0} สแต็ก แต่ละสแต็กจะเพิ่มพลังโจมตีและความสามารถของคุณขึ้น {1} สแต็กทั้งหมดจะหายไปเมื่อคุณได้รับความเสียหายจากศัตรู,,,Destruction,Hero_Bismuth,3
Se_Star_Bismuth_D_SkillHasteAndAutoCast,Self-Writing Story,ตำนานลิขิตเอง,Increases <color=yellow>Memory Haste</color> by 8<sprite=5> and most Memories will be <color=yellow>automatically cast</color> during combat.,เพิ่ม <color=yellow>Memory Haste</color> ขึ้น 8<sprite=5> และ Memory ส่วนใหญ่จะ <color=yellow>ร่ายอัตโนมัติ</color> ระหว่างการต่อสู้,Increases <color=yellow>Memory Haste</color> by {0} and most Memories will be <color=yellow>automatically cast</color> during combat.,เพิ่ม <color=yellow>Memory Haste</color> {0} และ Memory ส่วนใหญ่จะถูก <color=yellow>ร่ายอัตโนมัติ</color> ในระหว่างการต่อสู้,"Sometimes, the story gets so exciting that it turns to the next page all by itself. The girl simply needs to sit back and watch the wonderful tales the book writes unfold.",บางครั้งเรื่องราวก็ตื่นเต้นจนพลิกหน้ากระดาษไปเอง เด็กสาวเพียงแค่นั่งดูเรื่องราวที่ยอดเยี่ยมที่หนังสือเล่มนี้เขียนขึ้นมาก็พอแล้ว,Destruction,Hero_Bismuth,4
Se_Star_Bismuth_F_DM_BonusOnFullCharge,Overcharge,ชาร์จเกินพิกัด,"Increases <color=yellow>Distorted Mind</color>'s cooldown by 1 seconds, but firing at maximum charge increases the number of arrows by 2.",เพิ่มคูลดาวน์ของ <color=yellow>Distorted Mind</color> ขึ้น 1 วินาที แต่การยิงด้วยการชาร์จสูงสุดจะเพิ่มจำนวนลูกธนูขึ้น 2 ลูก,"Increases <color=yellow>Distorted Mind</color>'s cooldown by {0} seconds, but firing at maximum charge increases the number of arrows by {1}.",เพิ่มคูลดาวน์ของ <color=yellow>Distorted Mind</color> เป็น {0} วินาที แต่การยิงที่ชาร์จสูงสุดจะเพิ่มจำนวนลูกศรขึ้น {1},,,Flexible,Hero_Bismuth,1
Se_Star_Bismuth_F_DM_MoreShootNoMove,Artillery,หน่วยปืนใหญ่,"Increases the maximum number of arrows for <color=yellow>Distorted Mind</color> by 7, but you cannot move while charging.",เพิ่มจำนวนลูกศรสูงสุดของ <color=yellow>Distorted Mind</color> ขึ้น 7 ดอก แต่จะไม่สามารถเคลื่อนที่ได้ในขณะชาร์จ,"Increases the maximum number of arrows for <color=yellow>Distorted Mind</color> by {0}, but you cannot move while charging.","เพิ่มจำนวนลูกศรสูงสุดสำหรับ <color=yellow>Distorted Mind</color> ขึ้น {0}, แต่คุณจะไม่สามารถเคลื่อนที่ได้ขณะชาร์จ",,,Flexible,Hero_Bismuth,1
Se_Star_Bismuth_F_DM_NonFullChargeCooldown,Improvisation,การด้นสด,"When you release <color=yellow>Distorted Mind</color> without fully charging, its cooldown is reduced by 50%.",เมื่อคุณปล่อย <color=yellow>Distorted Mind</color> โดยที่ยังชาร์จไม่เต็ม คูลดาวน์จะลดลง 50%,"When you release <color=yellow>Distorted Mind</color> without fully charging, its cooldown is reduced by {0}.",เมื่อคุณปล่อย <color=yellow>Distorted Mind</color> โดยไม่ได้ชาร์จเต็มที่ คูลดาวน์จะลดลง {0},,,Flexible,Hero_Bismuth,1
Se_Star_Bismuth_F_IN_Elementals,Diverse Topics,รอบรู้สรรพสิ่ง,Each soul missile from <color=yellow>Pure Soul</color> gains a random elemental effect.,มิสไซล์วิญญาณแต่ละลูกจาก <color=yellow>Pure Soul</color> จะได้รับเอฟเฟกต์ธาตุแบบสุ่ม,Each soul missile from <color=yellow>Pure Soul</color> gains a random elemental effect.,ขีปนาวุธวิญญาณแต่ละลูกจาก <color=yellow>Pure Soul</color> จะได้รับเอฟเฟกต์ธาตุแบบสุ่ม,,,Flexible,Hero_Bismuth,1
Se_Star_Bismuth_F_IN_LessCooldownLessMissiles,Undervolting,ลดกระแสไฟ,"<color=yellow>Pure Soul</color>'s soul missile count is reduced by 2, but its cooldown is reduced by 50%.",<color=yellow>ดวงวิญญาณบริสุทธิ์</color> มีจำนวนมิสไซล์วิญญาณลดลง 2 แต่คูลดาวน์ลดลง 50%,"<color=yellow>Pure Soul</color>'s soul missile count is reduced by {0}, but its cooldown is reduced by {1}.",<color=yellow>Pure Soul</color> ลดจำนวนขีปนาวุธวิญญาณลง {0} แต่ลดคูลดาวน์ลง {1},,,Flexible,Hero_Bismuth,1
Se_Star_Bismuth_F_IN_MoreProjByAtkSpd,Say Hello to My Little Friends!,ทักทายเพื่อนตัวน้อยหน่อยสิ!,"<color=yellow>Pure Soul</color>'s cooldown increases by 1 seconds, but the number of soul missiles also increases by your attacks per second.",คูลดาวน์ของ <color=yellow>Pure Soul</color> เพิ่มขึ้น 1 วินาที แต่จำนวนมิสไซล์วิญญาณจะเพิ่มขึ้นตามจำนวนการโจมตีต่อวินาทีของคุณด้วย,"<color=yellow>Pure Soul</color>'s cooldown increases by {0} seconds, but the number of soul missiles also increases by your attacks per second.",คูลดาวน์ของ <color=yellow>Pure Soul</color> จะเพิ่มขึ้น {0} วินาที แต่จำนวนขีปนาวุธวิญญาณจะเพิ่มขึ้นตามจำนวนการโจมตีต่อวินาทีของคุณด้วย,The girl decided to divide her shining heart into even more pieces to give as gifts. Then everyone regained their kind hearts and quietly fell asleep!,เด็กหญิงตัดสินใจแบ่งหัวใจอันเปล่งประกายของเธอออกเป็นชิ้นเล็กชิ้นน้อยเพื่อมอบเป็นของขวัญอีกครั้ง แล้วทุกคนก็กลับมามีหัวใจที่อ่อนโยนและหลับใหลไปอย่างเงียบสงบ!,Flexible,Hero_Bismuth,1
Se_Star_Bismuth_F_IT_AddedDurationOnHit,Extended Agony,ยืดเวลาทรมาน,"<color=yellow>Tales of Hellfire</color>'s cooldown increases by 1 seconds, but each time it hits an enemy, its duration increases by 0.2 seconds, up to a maximum of 2 seconds.",คูลดาวน์ของ <color=yellow>Tales of Hellfire</color> เพิ่มขึ้น 1 วินาที แต่ทุกครั้งที่โจมตีศัตรู ระยะเวลาจะเพิ่มขึ้น 0.2 วินาที สูงสุด 2 วินาที,"<color=yellow>Tales of Hellfire</color>'s cooldown increases by {0} seconds, but each time it hits an enemy, its duration increases by {1} seconds, up to a maximum of {2} seconds.",<color=yellow>Tales of Hellfire</color> มีคูลดาวน์เพิ่มขึ้น {0} วินาที แต่ทุกครั้งที่โจมตีโดนศัตรู ระยะเวลาของมันจะเพิ่มขึ้น {1} วินาที สูงสุดไม่เกิน {2} วินาที,,,Flexible,Hero_Bismuth,1
Se_Star_Bismuth_F_IT_InnerDamage,Furnace,เตาหลอม,<color=yellow>Tales of Hellfire</color>'s damage is reduced by 40% but now also hits enemies inside the ring.,<color=yellow>Tales of Hellfire</color> สร้างความเสียหายลดลง 40% แต่ตอนนี้ยังโจมตีศัตรูที่อยู่ภายในวงแหวนด้วย,<color=yellow>Tales of Hellfire</color>'s damage is reduced by {0} but now also hits enemies inside the ring.,ความเสียหายของ <color=yellow>Tales of Hellfire</color> ลดลง {0} แต่ตอนนี้ยังสร้างความเสียหายแก่ศัตรูที่อยู่ภายในวงแหวนด้วย,,,Flexible,Hero_Bismuth,1
Se_Star_Bismuth_F_IT_SmallerRingMoreDamage,Close and Personal,ถึงลูกถึงคน,<color=yellow>Tales of Hellfire</color>'s ring radius is reduced by 35% but its damage is increased by 35%.,<color=yellow>Tales of Hellfire</color> วงแหวนมีรัศมีลดลง 35% แต่ความเสียหายเพิ่มขึ้น 35%,<color=yellow>Tales of Hellfire</color>'s ring radius is reduced by {0} but its damage is increased by {1}.,<color=yellow>Tales of Hellfire</color> จะมีรัศมีวงแหวนลดลง {0} แต่ความเสียหายจะเพิ่มขึ้น {1},,,Flexible,Hero_Bismuth,1
Se_Star_Bismuth_F_VH_FullCharge,No Longer Afraid,ไร้ซึ่งความกลัว,<color=yellow>Valiant Heart</color>'s charges now fully restore all at once.,<color=yellow>Valiant Heart</color> ชาร์จกลับมาเต็มทั้งหมดในครั้งเดียว,<color=yellow>Valiant Heart</color>'s charges now fully restore all at once.,<color=yellow>Valiant Heart</color> ชาร์จจะได้รับการฟื้นฟูทั้งหมดในครั้งเดียว,"Now, no matter how many villains appear, it's okay. The girl's hands will always be filled with the courage to defeat them!",ไม่ว่าจะมีวายร้ายปรากฏตัวมาอีกกี่คน ก็ไม่เป็นไร มือของเด็กสาวจะเต็มไปด้วยความกล้าหาญที่จะเอาชนะพวกมันได้เสมอ!,Flexible,Hero_Bismuth,1
Se_Star_Bismuth_F_VH_ResetOnDodge,Quick Decision,ตัดสินใจฉับไว,"Using <color=yellow>Distorting Sprint</color> resets the cooldown of <color=yellow>Valiant Heart</color>, but it only hits up to 2 enemies.",การใช้ <color=yellow>Distorting Sprint</color> จะรีเซ็ตคูลดาวน์ของ <color=yellow>Valiant Heart</color> แต่จะโจมตีศัตรูได้สูงสุดเพียง 2 ตัว,"Using <color=yellow>Distorting Sprint</color> resets the cooldown of <color=yellow>Valiant Heart</color>, but it only hits up to {0} enemies.",การใช้ <color=yellow>Distorting Sprint</color> จะรีเซ็ตคูลดาวน์ของ <color=yellow>Valiant Heart</color> แต่จะโจมตีศัตรูได้สูงสุดเพียง {0} ตัวเท่านั้น,,,Flexible,Hero_Bismuth,1
Se_Star_Bismuth_F_VH_Shield,Steadfast Heart,ใจที่มั่นคง,"<color=yellow>Valiant Heart</color>'s cooldown is increased by 1 seconds, but you gain a Barrier equal to 40% of the damage dealt that lasts for 2.5 seconds.",คูลดาวน์ของ <color=yellow>Valiant Heart</color> เพิ่มขึ้น 1 วินาที แต่คุณได้รับบาเรียเท่ากับ 40% ของความเสียหายที่ทำได้ ซึ่งคงอยู่ 2.5 วินาที,"<color=yellow>Valiant Heart</color>'s cooldown is increased by {0} seconds, but you gain a Barrier equal to {1} of the damage dealt that lasts for {2} seconds.",<color=yellow>Valiant Heart</color> คูลดาวน์เพิ่มขึ้น {0} วินาที แต่คุณจะได้รับบาเรียเท่ากับ {1} ของความเสียหายที่ทำได้ ซึ่งจะคงอยู่เป็นเวลา {2} วินาที,,,Flexible,Hero_Bismuth,1
Se_Star_Bismuth_I_DismantleMemoryDreamDust,Good Material,วัตถุดิบชั้นเลิศ,Increase the amount of Dream Dust obtained when <color=yellow>dismantling</color> <color=yellow>Memories</color> by 20%<sprite=5>.,เพิ่มปริมาณ Dream Dust ที่ได้รับเมื่อ <color=yellow>แยกชิ้นส่วน</color> <color=yellow>Memories</color> ขึ้น 20%<sprite=5>,Increase the amount of Dream Dust obtained when <color=yellow>dismantling</color> <color=yellow>Memories</color> by {0}.,เพิ่มจำนวนผงฝันที่ได้รับเมื่อ <color=yellow>แยกชิ้นส่วน</color> <color=yellow>ความทรงจำ</color> ได้อีก {0},,,Imagination,Hero_Bismuth,4
Se_Star_Bismuth_I_KnowledgeBook,Book of Knowledge,ตำราแห่งความรู้,Gain 1-4 <color=yellow>Books of Knowledge</color> for every boss you defeat. Each book grants a random stat equivalent to a Common-grade Chaos 15%<sprite=5>.,ได้รับ 1-4 <color=yellow>ตำราแห่งความรู้</color> สำหรับบอสทุกตัวที่คุณเอาชนะได้ ตำราแต่ละเล่มจะมอบค่าสถานะสุ่มเทียบเท่ากับระดับ Chaos ธรรมดา 15%<sprite=5>,Gain {0}-{1} <color=yellow>Books of Knowledge</color> for every boss you defeat. Each book grants a random stat equivalent to a Common-grade Chaos {2}.,ได้รับ {0}-{1} <color=yellow>ตำราแห่งความรู้</color> สำหรับบอสทุกตัวที่คุณเอาชนะได้ ตำราแต่ละเล่มจะสุ่มมอบค่าสถานะเทียบเท่ากับ Chaos ระดับทั่วไป {2},,,Imagination,Hero_Bismuth,3
Se_Star_Bismuth_I_RevealWorld,Mind's Eye,เนตรหยั่งรู้,"When entering a world, <color=yellow>reveal</color> 2<sprite=5> random locations.",เมื่อเข้าสู่โลก <color=yellow>เปิดเผย</color> ตำแหน่งสุ่ม 2<sprite=5> แห่ง,"When entering a world, <color=yellow>reveal</color> {0} random locations.","เมื่อเข้าสู่โลก, <color=yellow>เปิดเผย</color> {0} ตำแหน่งแบบสุ่ม","When the girl looked at the world through her book, gingerbread houses waiting with the next adventure would appear in places that had been empty before.",เมื่อเด็กสาวมองโลกผ่านหนังสือของเธอ บ้านขนมปังขิงที่รอการผจญภัยครั้งต่อไปก็จะปรากฏขึ้นในสถานที่ที่เคยว่างเปล่ามาก่อน,Imagination,Hero_Bismuth,3
Se_Star_Bismuth_I_SecretJournal,Secret Diary,บันทึกลับ,"Start your adventure with the <color=yellow>Our Story</color> Essence. Its quality increases by 50% every time you defeat 75 enemies and is completed when quality reaches 500%. When completed, this Essence increases Bismuth's Ability Power and Attack Damage by 10%<sprite=5>, and enhances all buffs from Distorting Sprint by 30%<sprite=5>.",เริ่มต้นการผจญภัยของคุณด้วย Essence <color=yellow>Our Story</color> คุณภาพของมันจะเพิ่มขึ้น 50% ทุกครั้งที่คุณเอาชนะศัตรูได้ 75 ตัวและจะเสร็จสมบูรณ์เมื่อคุณภาพถึง 500% เมื่อเสร็จสมบูรณ์ Essence นี้จะเพิ่มพลังความสามารถและความเสียหายจากการโจมตีของ Bismuth 10%<sprite=5> และเพิ่มประสิทธิภาพบัฟทั้งหมดจาก Distorting Sprint 30%<sprite=5>,"Start your adventure with the <color=yellow>Our Story</color> Essence. Its quality increases by {0} every time you defeat {1} enemies and is completed when quality reaches {2}. When completed, this Essence increases Bismuth's Ability Power and Attack Damage by {3}, and enhances all buffs from Distorting Sprint by {4}.",เริ่มต้นการผจญภัยของคุณด้วยเอสเซนส์ <color=yellow>Our Story</color> คุณภาพจะเพิ่มขึ้น {0} ทุกครั้งที่คุณกำจัดศัตรู {1} ตัว และจะสำเร็จเมื่อคุณภาพถึง {2} เมื่อสำเร็จ เอสเซนส์นี้จะเพิ่มพลังความสามารถและพลังโจมตีของ Bismuth {3} และเพิ่มคุณสมบัติทั้งหมดจากการวิ่งวาร์ป {4},,,Imagination,Hero_Bismuth,3
Se_Star_Bismuth_I_ShopDiscount,I'm Adorable,ฉันน่ารักล่ะสิ,The <color=yellow>Gold price</color> of items sold by Merchants is reduced by 5%<sprite=5>.,ราคา <color=yellow>Gold</color> ของไอเท็มที่ขายโดยพ่อค้าลดลง 5%<sprite=5>,The <color=yellow>Gold price</color> of items sold by Merchants is reduced by {0}.,<color=yellow>ราคาทอง</color>ของไอเทมที่ขายโดยพ่อค้าจะลดลง {0},,,Imagination,Hero_Bismuth,4
Se_Star_Bismuth_I_TreasureWithHealthPenalty,Beautiful Metal,โลหะที่งดงาม,"Start your adventure with the <color=yellow>Metallic Crystal</color> Essence. You can sell this Essence to Merchants for 200<sprite=5> Gold, or dismantle it for 120<sprite=5> Dream Dust. However, losing this shard will reduce your Maximum Health by 15%.",เริ่มต้นการผจญภัยของคุณด้วยอัญมณี <color=yellow>Metallic Crystal</color> คุณสามารถขายอัญมณีนี้ให้กับพ่อค้าในราคา 200<sprite=5> ทอง หรือถอดชิ้นส่วนเพื่อรับ 120<sprite=5> ผงแห่งความฝัน อย่างไรก็ตาม การสูญเสียชิ้นส่วนนี้จะลดพลังชีวิตสูงสุดของคุณลง 15%,"Start your adventure with the <color=yellow>Metallic Crystal</color> Essence. You can sell this Essence to Merchants for {0} Gold, or dismantle it for {1} Dream Dust. However, losing this shard will reduce your Maximum Health by {2}.",เริ่มการผจญภัยของคุณด้วยอัญมณี <color=yellow>Metallic Crystal</color> คุณสามารถขายอัญมณีนี้ให้กับพ่อค้าได้ในราคา {0} Gold หรือถอดชิ้นส่วนเพื่อรับ {1} Dream Dust อย่างไรก็ตาม การสูญเสียชิ้นส่วนนี้จะลดค่าพลังชีวิตสูงสุดของคุณลง {2},,,Imagination,Hero_Bismuth,3
