Key,Name_EN,Name_TH,Desc_EN,Desc_TH,RawDesc_EN,RawDesc_TH,Lore_EN,Lore_TH,Rarity,Tags,AchievementName_EN,AchievementName_TH,AchievementDesc_EN,AchievementDesc_TH
Gem_L_DivineFaith,Divine Faith,ศรัทธาเทพ,"Each time you <color=yellow>kill</color> an enemy with this Memory, gain a stack of <color=yellow>Faith</color> up to 75<sprite=5> stacks. For each stack of <color=yellow>Faith</color>, this Memory's <color=yellow>damage</color> to enemies and <color=yellow>healing</color> to allies increases by 0.5%, and your Maximum Health increases by 4.",ทุกครั้งที่คุณ <color=yellow>สังหาร</color> ศัตรูด้วย Memory นี้ จะได้รับสถานะ <color=yellow>Faith</color> ซ้อนทับสูงสุด 75<sprite=5> ชั้น สำหรับสถานะ <color=yellow>Faith</color> แต่ละชั้น <color=yellow>ความเสียหาย</color> ของ Memory นี้ต่อศัตรูและ <color=yellow>การรักษา</color> ต่อพันธมิตรจะเพิ่มขึ้น 0.5% และพลังชีวิตสูงสุดของคุณเพิ่มขึ้น 4,"Each time you <color=yellow>kill</color> an enemy with this Memory, gain a stack of <color=yellow>Faith</color> up to {0} stacks. For each stack of <color=yellow>Faith</color>, this Memory's <color=yellow>damage</color> to enemies and <color=yellow>healing</color> to allies increases by {1}, and your Maximum Health increases by {2}.",ทุกครั้งที่คุณ <color=yellow>สังหาร</color> ศัตรูด้วย Memory นี้ จะได้รับสถานะ <color=yellow>ศรัทธา</color> ซ้อนทับกันได้สูงสุด {0} ครั้ง สำหรับสถานะ <color=yellow>ศรัทธา</color> ทุกครั้งที่ได้รับ <color=yellow>ความเสียหาย</color> ของ Memory นี้แก่ศัตรู และ <color=yellow>การรักษา</color> แก่มิตรจะเพิ่มขึ้น {1} และพลังชีวิตสูงสุดของคุณจะเพิ่มขึ้น {2},"Ignorant and irreverent souls who worship a false god and cling to heretical doctrines. Your blasphemy shall be tolerated no longer.\n\nMy mace is the instrument of truth, and my knights bear the calling of the divine. Upon the faithless, judgment shall be delivered.\n\nTomorrow, the flames of purification shall consume you. Nowhere in this world shall even a trace of their breath remain.\n\nAll shall unfold according to the will of El'pyros, Lord of All Creation...",ดวงวิญญาณที่โง่เขลาและไม่เคารพผู้ที่บูชาเทพเจ้าเท็จและยึดมั่นในหลักคำสอนนอกรีต การหมิ่นประมาทของเจ้าจะไม่ถูกยอมรับอีกต่อไป\n\nกระบองของข้าคือเครื่องมือแห่งความจริง และอัศวินของข้าแบกรับพระบัญชาจากพระผู้เป็นเจ้า การพิพากษาจะถูกมอบแก่ผู้ที่ไม่ศรัทธา\n\nพรุ่งนี้ เปลวเพลิงแห่งการชำระล้างจะเผาผลาญเจ้า จะไม่มีร่องรอยแห่งลมหายใจของพวกเขาเหลืออยู่ในโลกนี้\n\nทุกสิ่งจะดำเนินไปตามพระประสงค์ของ El'pyros ลอร์ดแห่งการสร้างสรรค์ทั้งมวล...,Legendary,,God Protects Me,พระเจ้าคุ้มครองข้า,"In a single adventure, visit locations occupied by Hunters 4 times while having a Hunt Threat Level of 5.",
Gem_L_Embertail,Embertail,เอมเบอร์เทล,"Your <color=yellow>attacks</color> ricochet to deal <sprite=1><color=#16D7FF>100%</color><sprite=5> <color=yellow>Fire damage</color> to a nearby enemy. For each nearby enemy engulfed in flames, this Memory's <color=yellow>damage</color> and <color=yellow>healing</color> are increased by 8%<sprite=5> and its <color=yellow>cooldown</color> is reduced by 8%<sprite=5>. Your Fire damage over time is increased by 100%.",การ <color=yellow>โจมตี</color> ของคุณจะเด้งไปสร้าง <sprite=1><color=#16D7FF>100%</color><sprite=5> <color=yellow>ความเสียหายไฟ</color> แก่ศัตรูที่อยู่ใกล้เคียง สำหรับศัตรูที่ถูกเผาด้วยเปลวไฟแต่ละตัวที่อยู่ใกล้เคียง <color=yellow>ความเสียหาย</color> และ <color=yellow>การรักษา</color> ของ Memory นี้จะเพิ่มขึ้น 8%<sprite=5> และลด <color=yellow>คูลดาวน์</color> ลง 8%<sprite=5> ความเสียหายไฟตามเวลาของคุณจะเพิ่มขึ้น 100%,"Your <color=yellow>attacks</color> ricochet to deal {0} <color=yellow>Fire damage</color> to a nearby enemy. For each nearby enemy engulfed in flames, this Memory's <color=yellow>damage</color> and <color=yellow>healing</color> are increased by {1} and its <color=yellow>cooldown</color> is reduced by {2}. Your Fire damage over time is increased by {3}.",การ <color=yellow>โจมตี</color> ของคุณจะเกิดการแฉลบ สร้าง <color=yellow>ความเสียหายไฟ</color> {0} ให้กับศัตรูที่อยู่ใกล้เคียง สำหรับศัตรูที่ถูกเปลวเพลิงเผาไหม้แต่ละตัวที่อยู่ใกล้เคียง <color=yellow>ความเสียหาย</color> และ <color=yellow>การฟื้นฟู</color> ของความทรงจำนี้จะเพิ่มขึ้น {1} และ <color=yellow>คูลดาวน์</color> ของมันจะลดลง {2} ความเสียหายไฟของคุณเมื่อเวลาผ่านไปจะเพิ่มขึ้น {3},Master of Dreams ...\n\nPlease revive ...\n\n...\n\n... please ...\n\n...\n\n... erase ...\n\n...\n\nThat would be enough.,จ้าวแห่งความฝัน ...\n\nโปรดชุบชีวิต ...\n\n...\n\n... โปรด ...\n\n...\n\n... ลบล้าง ...\n\n...\n\nแค่นั้นก็พอแล้ว,Legendary,Fire;Attack,,,,
Gem_L_HeartOfGold,Heart of Gold,หัวใจทองคำบริสุทธิ์,<color=yellow>Casting</color> this Memory consumes 3% of your Gold to <color=yellow>empower</color> the cast. <color=yellow>Damage</color> and <color=yellow>healing</color> from the <color=yellow>empowered cast</color> increase by 12%<sprite=5> for every 100 Gold you have.\n,<color=yellow>ร่าย</color>ความทรงจำนี้จะใช้ 3% ของทองคำที่คุณมีเพื่อ<color=yellow>เสริมพลัง</color>การร่าย <color=yellow>ความเสียหาย</color>และการ<color=yellow>รักษา</color>จากการ<color=yellow>ร่ายที่เสริมพลัง</color>จะเพิ่มขึ้น 12%<sprite=5> ต่อทองคำทุก 100 เหรียญที่คุณมี\n,<color=yellow>Casting</color> this Memory consumes {0} of your Gold to <color=yellow>empower</color> the cast. <color=yellow>Damage</color> and <color=yellow>healing</color> from the <color=yellow>empowered cast</color> increase by {1} for every 100 Gold you have.\n,<color=yellow>ร่าย</color>ความทรงจำนี้ จะใช้ทองของคุณ {0} เพื่อ<color=yellow>เสริมพลัง</color>การร่าย <color=yellow>ความเสียหาย</color>และการ<color=yellow>ฟื้นฟู</color>จากการ<color=yellow>ร่ายที่เสริมพลัง</color>จะเพิ่มขึ้น {1} ต่อทองทุก 100 ที่คุณมี\n,,,Legendary,Heal,Midas Incarnate,ร่างอวตารของไมดาส,"Possess 6,000 Gold.",
Gem_L_MetalCrystal,Metallic Crystal,ผลึกโลหะ,The parts exposed to light glow with surreal colors.,ส่วนที่สัมผัสแสงจะเรืองแสงด้วยสีที่เหนือจริง,The parts exposed to light glow with surreal colors.,ส่วนที่สัมผัสกับแสงจะส่องแสงเรืองรองด้วยสีที่เหนือจริง,,,Legendary,,,,,
Gem_L_Paranoia,Essence of Paranoia,แก่นแห่งความหวาดระแวง,"When you take any <color=yellow>damage</color>, this Memory gains 150<sprite=5> <color=yellow>Memory Haste</color> for 6 seconds, reducing its <color=yellow>cooldown</color> by 60%<sprite=5>, but it is <color=yellow>automatically cast</color> on nearby enemies.",เมื่อคุณได้รับ <color=yellow>ความเสียหาย</color> ใดๆ เมมโมรี่นี้จะได้รับ <color=yellow>เร่งเมมโมรี่</color> 150<sprite=5> เป็นเวลา 6 วินาที ลด<color=yellow>คูลดาวน์</color>ลง 60%<sprite=5> แต่มันจะ<color=yellow>ร่ายอัตโนมัติ</color>ใส่ศัตรูที่อยู่ใกล้เคียง,"When you take any <color=yellow>damage</color>, this Memory gains {0} <color=yellow>Memory Haste</color> for {1} seconds, reducing its <color=yellow>cooldown</color> by {2}, but it is <color=yellow>automatically cast</color> on nearby enemies.","เมื่อคุณได้รับ<color=yellow>ความเสียหาย</color>ใดๆ, Memory นี้จะได้รับ {0} <color=yellow>Memory Haste</color> เป็นเวลา {1} วินาที, ลด<color=yellow>คูลดาวน์</color>ลง {2}, แต่มันจะ<color=yellow>ร่ายโดยอัตโนมัติ</color>ใส่ศัตรูที่อยู่ใกล้เคียง",,,Legendary,,,,,
Gem_L_Perfect,Perfection,ความสมบูรณ์แบบ,"Increases Attack Damage by 7<sprite=5>, Ability Power by 7<sprite=5>, Maximum Health by 35<sprite=5>, Attack Speed by 10%<sprite=5>, Critical Strike Chance by 6%<sprite=5>, and Memory Haste by 10<sprite=5>.","เพิ่มความเสียหายจากการโจมตี 7<sprite=5>, พลังเวท 7<sprite=5>, พลังชีวิตสูงสุด 35<sprite=5>, ความเร็วโจมตี 10%<sprite=5>, โอกาสคริติคอล 6%<sprite=5>, และ Memory Haste 10<sprite=5>","Increases Attack Damage by {0}, Ability Power by {1}, Maximum Health by {2}, Attack Speed by {3}, Critical Strike Chance by {4}, and Memory Haste by {5}.","เพิ่มความเสียหายจากการโจมตี {0}, พลังเวท {1}, พลังชีวิตสูงสุด {2}, ความเร็วโจมตี {3}, โอกาสติดคริติคอล {4}, และมานาฮีส {5}","Others once worshipped me as a god.\nYes, there was a time I truly believed I was omnipotent here.\n\nI was reunited with the family I missed so dearly,\nand everything I had imagined or dreamed came so easily.\n\nIt was perfect...\nNo, I only believed it was perfect.\n\nA dream, in the end, is still just a dream.\nMy omnipotence was, in truth, no different from helplessness.\n\nReality is not a realm of inevitability.\nThis place... is nothing but an illusion.",ครั้งหนึ่งผู้อื่นเคยบูชาข้าในฐานะเทพ\nใช่ มีอยู่ช่วงหนึ่งที่ข้าเชื่ออย่างแท้จริงว่าตนเองเป็นผู้ทรงอำนาจสูงสุดที่นี่\n\nข้าได้กลับมารวมกับครอบครัวที่ข้าคิดถึงอย่างสุดซึ้ง\nและทุกสิ่งที่ข้าจินตนาการหรือใฝ่ฝันก็เป็นจริงได้โดยง่าย\n\nมันสมบูรณ์แบบ...\nไม่ ข้าแค่เชื่อว่ามันสมบูรณ์แบบ\n\nท้ายที่สุดแล้ว ความฝันก็ยังคงเป็นแค่ความฝัน\nความทรงอำนาจสูงสุดของข้านั้น แท้จริงแล้วไม่ต่างอะไรจากความไร้หนทาง\n\nความเป็นจริงไม่ใช่อาณาจักรแห่งความหลีกเลี่ยงไม่ได้\nสถานที่นี้... เป็นเพียงภาพลวงตาเท่านั้น,Legendary,,,,,
Gem_L_PureWhite,Pure White,ขาวบริสุทธิ์,"Every 10 seconds, the <color=yellow>cast</color> of this Memory is <color=yellow>empowered</color>. The <color=yellow>empowered cast</color> fires 3 <color=yellow>projectiles</color>, dealing <color=yellow>Light damage</color> equal to 20%<sprite=5> of the initial <color=yellow>damage</color> dealt to each enemy. The number of shots increases by the number of <color=yellow>Light stacks</color> on each target.",ทุก 10 วินาที การ <color=yellow>ร่าย</color> ของความทรงจำนี้จะถูก <color=yellow>เสริมพลัง</color> การ <color=yellow>ร่ายที่เสริมพลัง</color> จะยิง <color=yellow>กระสุน</color> 3 นัด สร้าง <color=yellow>ความเสียหายแสง</color> เท่ากับ 20%<sprite=5> ของ <color=yellow>ความเสียหาย</color> เริ่มต้นที่ทำต่อศัตรูแต่ละตัว จำนวนนัดจะเพิ่มขึ้นตามจำนวน <color=yellow>Light stacks</color> บนเป้าหมายแต่ละตัว,"Every {0} seconds, the <color=yellow>cast</color> of this Memory is <color=yellow>empowered</color>. The <color=yellow>empowered cast</color> fires {1} <color=yellow>projectiles</color>, dealing <color=yellow>Light damage</color> equal to {2} of the initial <color=yellow>damage</color> dealt to each enemy. The number of shots increases by the number of <color=yellow>Light stacks</color> on each target.",ทุกๆ {0} วินาที การ <color=yellow>ร่าย</color> ของความทรงจำนี้จะ <color=yellow>ได้รับการเสริมพลัง</color> การ <color=yellow>ร่ายที่เสริมพลัง</color> จะยิง <color=yellow>โพรเจกไทล์</color> {1} นัด สร้าง <color=yellow>ความเสียหายแสง</color> เท่ากับ {2} ของ <color=yellow>ความเสียหาย</color> เริ่มต้นที่ทำต่อศัตรูแต่ละตัว จำนวนนัดจะเพิ่มขึ้นตามจำนวน <color=yellow>สแต็กแสง</color> บนเป้าหมายแต่ละตัว,"People who have experienced ""Molting"" all describe their dreamscapes in unique ways.\n\nSome witnessed endless tables piled with meat on silverware, others encountered long-lost relatives, and some found themselves in gardens filled with mood-lifting teas and fragrant roses.\n\nYet no one has ever truly eaten their fill of that dream food or brought their missing loved ones back to reality.\n\nOur bodies stay firmly in the waking world. Dreams are just brief visits our minds make to the other side. We always wake with empty hands.\n\nThat's when the Lucid Sect stumbled onto something incredible.\n\nWe can now enter dreams ourselves—in the flesh.","ผู้ที่เคยประสบกับ ""การลอกคราบ"" ล้วนอธิบายถึงโลกในฝันของตนในรูปแบบที่เป็นเอกลักษณ์\n\nบางคนเห็นโต๊ะที่เต็มไปด้วยเนื้อสัตว์บนชุดมีดและส้อมไม่รู้จบ บางคนพบกับญาติที่หายสาบสูญไปนาน และบางคนพบว่าตัวเองอยู่ในสวนที่เต็มไปด้วยชาช่วยเพิ่มอารมณ์และกุหลาบที่มีกลิ่นหอม\n\nทว่าไม่มีใครเคยกินอาหารในฝันนั้นจนอิ่มหรือนำคนที่รักที่หายไปกลับมาสู่ความเป็นจริงได้เลย\n\nร่างกายของเรายังคงอยู่ในโลกแห่งความตื่นอย่างมั่นคง ความฝันเป็นเพียงการเยี่ยมชมสั้นๆ ที่จิตใจของเราไปสู่อีกด้าน เราตื่นขึ้นมาพร้อมกับมือที่ว่างเปล่าเสมอ\n\nนั่นคือตอนที่ลัทธิลูซิดบังเอิญเจอสิ่งที่น่าทึ่ง\n\nตอนนี้เราสามารถเข้าสู่ความฝันได้ด้วยตัวเราเอง—โดยมีร่างกายไปด้วย",Legendary,Light,Empty Canvas,ผืนผ้าใบเปล่า,Enter the Pure White Dream 2 times in total.,
Gem_L_SolarEye,Eye of the Sun,เนตรตะวัน,"Every 20 seconds, this Memory's <color=yellow>cast</color> is <color=yellow>empowered</color>, raining <color=yellow>Solar Light</color> on all nearby enemies who are <color=yellow>burning</color>. <color=yellow>Solar Light</color> deals <sprite=1><color=#16D7FF>360%</color><sprite=5> <color=yellow>Fire damage</color> over 1.5 seconds and increases <color=yellow>Burn</color> stacks by 9<sprite=5>. Increases your Fire damage over time by 100%.","ทุก 20 วินาที, การ<color=yellow>ร่าย</color>ของความทรงจำนี้จะ<color=yellow>ได้รับพลัง</color> ส่ง<color=yellow>แสงสุริยะ</color>ตกลงบนศัตรูทั้งหมดที่อยู่ใกล้เคียงที่<color=yellow>ติดไฟ</color> <color=yellow>แสงสุริยะ</color>จะสร้าง<sprite=1><color=#16D7FF>360%</color><sprite=5> <color=yellow>ความเสียหายไฟ</color>เป็นเวลา 1.5 วินาที และเพิ่มสถานะ<color=yellow>เผาไหม้</color> 9<sprite=5> ชั้น เพิ่มความเสียหายไฟที่เกิดจากผลของเวลาของคุณ 100%","Every {0} seconds, this Memory's <color=yellow>cast</color> is <color=yellow>empowered</color>, raining <color=yellow>Solar Light</color> on all nearby enemies who are <color=yellow>burning</color>. <color=yellow>Solar Light</color> deals {1} <color=yellow>Fire damage</color> over {2} seconds and increases <color=yellow>Burn</color> stacks by {3}. Increases your Fire damage over time by {4}.",ทุก {0} วินาที การร่ายของ Memory นี้จะถูก <color=yellow>เสริมพลัง</color> ทำให้ <color=yellow>แสงสุริยะ</color> ตกลงมาใส่ศัตรูใกล้เคียงทั้งหมดที่ <color=yellow>กำลังถูกเผา</color> <color=yellow>แสงสุริยะ</color> สร้าง <color=yellow>ความเสียหายไฟ</color> {1} หน่วย เป็นเวลา {2} วินาที และเพิ่มจำนวนสถานะ <color=yellow>เผาไหม้</color> {3} ครั้ง เพิ่มความเสียหายไฟที่สร้างต่อเวลาของคุณ {4},,,Legendary,Fire,Praise the Sun!,สรรเสริญดวงอาทิตย์!,"Apply a total of 3,000 Fire stacks to enemies.",
Gem_L_SuppressedArcanum,Suppressed Arcanum,อาร์เคนัมที่ถูกระงับ,"<color=yellow>Casting</color> this Memory sacrifices 5% of your current Health to create a <color=yellow>Golden Explosion</color>. Enemies caught in the <color=yellow>explosion</color> take <sprite=1><color=#16D7FF>240%</color><sprite=5> <color=yellow>Light damage</color>, while allies receive a <color=yellow>Barrier</color> of <sprite=1><color=#16D7FF>61%</color><sprite=5> that lasts 2.5 seconds. If your Health is below 60%, the <color=yellow>Barrier amount</color> of this Memory increases by 50%.",<color=yellow>Casting</color> Memory นี้จะสละพลังชีวิตปัจจุบันของคุณ 5% เพื่อสร้าง <color=yellow>Golden Explosion</color> ศัตรูที่โดน <color=yellow>explosion</color> จะได้รับ <sprite=1><color=#16D7FF>240%</color><sprite=5> <color=yellow>Light damage</color> ขณะที่พันธมิตรจะได้รับ <color=yellow>Barrier</color> <sprite=1><color=#16D7FF>61%</color><sprite=5> ที่คงอยู่ 2.5 วินาที หากพลังชีวิตของคุณต่ำกว่า 60% <color=yellow>Barrier amount</color> ของ Memory นี้จะเพิ่มขึ้น 50%,"<color=yellow>Casting</color> this Memory sacrifices {0} of your current Health to create a <color=yellow>Golden Explosion</color>. Enemies caught in the <color=yellow>explosion</color> take {1} <color=yellow>Light damage</color>, while allies receive a <color=yellow>Barrier</color> of {2} that lasts {3} seconds. If your Health is below {4}, the <color=yellow>Barrier amount</color> of this Memory increases by {5}.",<color=yellow>ร่าย</color>ความทรงจำนี้จะสละพลังชีวิตปัจจุบันของคุณ {0} เพื่อสร้าง<color=yellow>ระเบิดสีทอง</color> ศัตรูที่ถูก<color=yellow>ระเบิด</color>จะได้รับ<color=yellow>ความเสียหายแสง</color> {1} ขณะที่พันธมิตรจะได้รับ<color=yellow>เกราะป้องกัน</color> {2} ที่อยู่ได้นาน {3} วินาที หากพลังชีวิตของคุณต่ำกว่า {4} <color=yellow>จำนวนเกราะป้องกัน</color>ของความทรงจำนี้จะเพิ่มขึ้น {5},,,Legendary,Light;Shield,,,,
Gem_R_Abyss,Essence of the Abyss,แก่นแท้แห่งห้วงอเวจี,"Converts all <color=yellow>Damage</color> dealt by this memory to <color=yellow>Dark Damage</color>. If the target hit by this memory has 3 or more stacks of <color=yellow>Darkness</color>, triggers <color=yellow>Attack Effects</color> with a 43%<sprite=5> chance.",เปลี่ยน <color=yellow>ความเสียหาย</color> ทั้งหมดที่เกิดจากความทรงจำนี้ให้เป็น <color=yellow>ความเสียหายความมืด</color> หากเป้าหมายที่ถูกความทรงจำนี้โจมตีมีสถานะ <color=yellow>ความมืด</color> 3 สแต็คขึ้นไป จะทำให้เกิด <color=yellow>เอฟเฟกต์โจมตี</color> ด้วยโอกาส 43%<sprite=5>,"Converts all <color=yellow>Damage</color> dealt by this memory to <color=yellow>Dark Damage</color>. If the target hit by this memory has {0} or more stacks of <color=yellow>Darkness</color>, triggers <color=yellow>Attack Effects</color> with a {1} chance.",แปลง <color=yellow>ความเสียหาย</color> ทั้งหมดที่เกิดจากความทรงจำนี้เป็น <color=yellow>ความเสียหายมืด</color> หากเป้าหมายที่ถูกโจมตีด้วยความทรงจำนี้มีกอง <color=yellow>ความมืด</color> {0} กองขึ้นไป จะทำการ <color=yellow>โจมตีด้วยเอฟเฟกต์</color> ด้วยโอกาส {1},,,Rare,Dark;Attack,,,,
Gem_R_Accuracy,Essence of Accuracy,แก่นแท้แห่งความแม่นยำ,"When this Memory deals <color=yellow>damage</color> to a distant enemy, it fires an <color=yellow>additional projectile</color> that deals 50%<sprite=5> <color=yellow>damage</color>. The <color=yellow>damage</color> dealt by the <color=yellow>projectile</color> shares the elemental type with the original damage.",เมื่อความทรงจำนี้สร้าง <color=yellow>ความเสียหาย</color> แก่ศัตรูที่อยู่ห่างออกไป จะยิง <color=yellow>กระสุนเพิ่มเติม</color> ออกไปอีกหนึ่งนัด ซึ่งสร้าง <color=yellow>ความเสียหาย</color> 50%<sprite=5> <color=yellow>ความเสียหาย</color> ที่สร้างโดย <color=yellow>กระสุน</color> จะมีธาตุเดียวกันกับความเสียหายเดิม,"When this Memory deals <color=yellow>damage</color> to a distant enemy, it fires an <color=yellow>additional projectile</color> that deals {0} <color=yellow>damage</color>. The <color=yellow>damage</color> dealt by the <color=yellow>projectile</color> shares the elemental type with the original damage.",เมื่อ Memory นี้สร้าง <color=yellow>ความเสียหาย</color> แก่ศัตรูที่อยู่ไกลออกไป มันจะยิง <color=yellow>วิถีกระสุนเพิ่มเติม</color> ที่สร้าง <color=yellow>ความเสียหาย</color> {0} <color=yellow>ความเสียหาย</color>ที่สร้างโดย <color=yellow>วิถีกระสุน</color> จะใช้ประเภทธาตุร่วมกับความเสียหายดั้งเดิม,,,Rare,,Shoot for the Moon,ยิงไปยังดวงจันทร์,Land 80 finishing blows on enemies from an extreme distance.,
Gem_R_Adventure,Essence of Adventure,แก่นแท้แห่งการผจญภัย,"Whenever you <color=yellow>move</color> to a <color=yellow>new place</color>, <color=yellow>increase</color> the <color=yellow>quality</color> of another <color=yellow>Essence</color> equipped to this Memory by +10% and gain 19<sprite=5> Gold.",ทุกครั้งที่คุณ<color=yellow>เคลื่อนที่</color>ไปยัง<color=yellow>สถานที่ใหม่</color> จะ<color=yellow>เพิ่ม</color><color=yellow>คุณภาพ</color>ของ<color=yellow>เอสเซนส์</color>อื่นที่สวมใส่กับความทรงจำนี้ +10% และได้รับทอง 19<sprite=5>,"Whenever you <color=yellow>move</color> to a <color=yellow>new place</color>, <color=yellow>increase</color> the <color=yellow>quality</color> of another <color=yellow>Essence</color> equipped to this Memory by +{0} and gain {1} Gold.",เมื่อใดก็ตามที่คุณ <color=yellow>เคลื่อนที่</color> ไปยัง <color=yellow>สถานที่ใหม่</color> <color=yellow>เพิ่ม</color> <color=yellow>คุณภาพ</color> ของ <color=yellow>Essence</color> อื่นที่ติดตั้งใน Memory นี้ +{0} และได้รับ {1} Gold,"To the girl, adventure is the thrilling act of filling blank pages.\nWith each step she takes, a new sentence is written, a new character appears.\n\nToday, too, the girl shared her bright smile with a sad-looking mother bear.\nThe bear then shattered into pieces,\nbecoming a swarm of shimmering blue butterflies that thanked the girl.\n\nEvery day, the girl spends such rewarding moments.",สำหรับเด็กสาวคนนี้ การผจญภัยคือการกระทำอันน่าตื่นเต้นในการเติมเต็มหน้ากระดาษที่ว่างเปล่า\nทุกย่างก้าวที่เธอเดินไป ประโยคใหม่ก็จะถูกเขียนขึ้น และตัวละครใหม่ก็จะปรากฏตัวขึ้น\n\nวันนี้ เด็กสาวคนนี้ก็ได้ยิ้มอันสดใสของเธอให้กับแม่หมีที่ดูเศร้าอีกครั้ง\nแล้วหมีตัวนั้นก็แตกออกเป็นชิ้นๆ\nกลายเป็นฝูงผีเสื้อสีน้ำเงินระยิบระยับที่ขอบคุณเด็กสาว\n\nในทุกๆ วัน เด็กสาวคนนี้ใช้เวลาในช่วงเวลาที่คุ้มค่าเช่นนี้,Rare,,Novice Treasure Hunter,นักล่าสมบัติมือใหม่,Open a treasure chest for the first time.,
Gem_R_Blade,Essence of the Blade,แก่นแท้แห่งคมดาบ,"Each time this Memory <color=yellow>hits</color> an enemy, it summons blades that lacerate the target for <sprite=2><color=#FF8A2D>58%</color><sprite=5> damage 3<sprite=5> times. Can only trigger once every 2 seconds for each enemy.",ทุกครั้งที่ Memory นี้ <color=yellow>โจมตี</color> ศัตรูได้ จะอัญเชิญใบมีดออกมาเพื่อทำให้เป้าหมายได้รับ <sprite=2><color=#FF8A2D>58%</color><sprite=5> ความเสียหาย 3<sprite=5> ครั้ง สามารถทำงานได้เพียง 1 ครั้งต่อ 2 วินาทีสำหรับศัตรูแต่ละตัว,"Each time this Memory <color=yellow>hits</color> an enemy, it summons blades that lacerate the target for {0} damage {1} times. Can only trigger once every {2} seconds for each enemy.",ทุกครั้งที่ Memory นี้ <color=yellow>โจมตี</color> ศัตรูได้ จะอัญเชิญใบมีดที่ทำให้เป้าหมายฉีกขาดเป็นความเสียหาย {0} จำนวน {1} ครั้ง สามารถเกิดขึ้นกับศัตรูแต่ละตัวได้เพียงหนึ่งครั้งในทุก {2} วินาที,,,Rare,,,,,
Gem_R_Bleak,Essence of Bleakness,สารัตถะแห่งความอ้างว้าง,"This Memory deals 50%<sprite=5> increased damage to enemies affected by <color=yellow>Cold, <color=yellow>slow</color>, <color=yellow>root</color>, or <color=yellow>stun</color>.","Memory นี้จะสร้างดาเมจเพิ่มขึ้น 50%<sprite=5> แก่ศัตรูที่ได้รับผลกระทบจาก <color=yellow>ความเย็น, <color=yellow>สโลว์</color>, <color=yellow>ตรึง</color>, หรือ <color=yellow>สตัน</color>
Memory นี้จะสร้างดาเมจเพิ่มขึ้น 50%<sprite=5> แก่ศัตรูที่ได้รับผลกระทบจาก <color=yellow>ความเย็น, <color=yellow>สโลว์</color>, <color=yellow>ตรึง</color>, หรือ <color=yellow>สตัน</color>","This Memory deals {0} increased damage to enemies affected by <color=yellow>Cold, <color=yellow>slow</color>, <color=yellow>root</color>, or <color=yellow>stun</color>.","ความทรงจำนี้สร้างความเสียหายเพิ่มขึ้น {0} แก่ศัตรูที่ได้รับผลกระทบจาก <color=yellow>หนาวเหน็บ</color>, <color=yellow>ช้าลง</color>, <color=yellow>ตรึง</color> หรือ <color=yellow>สตัน</color>",,,Rare,Cold,,,,
Gem_R_Blood,Essence of Blood Drops,แก่นแท้แห่งหยาดโลหิต,"When Health falls below 40%, <color=yellow>sacrifice</color> the <color=yellow>quality</color> of this <color=yellow>Essence</color> by 80% to <color=yellow>restore</color> 40% of your <color=yellow>Maximum Health</color>. Can only trigger once every 4 seconds.",เมื่อพลังชีวิตลดลงต่ำกว่า 40% ให้ <color=yellow>สละ</color> <color=yellow>คุณภาพ</color> ของ <color=yellow>แก่นแท้</color> นี้ 80% เพื่อ <color=yellow>ฟื้นฟู</color> พลังชีวิตสูงสุด 40% สามารถทำงานได้เพียงครั้งเดียวทุก 4 วินาที,"When Health falls below {0}, <color=yellow>sacrifice</color> the <color=yellow>quality</color> of this <color=yellow>Essence</color> by {1} to <color=yellow>restore</color> {2} of your <color=yellow>Maximum Health</color>. Can only trigger once every {3} seconds.",เมื่อพลังชีวิตต่ำกว่า {0} ให้ <color=yellow>เสียสละ</color> <color=yellow>คุณภาพ</color> ของ <color=yellow>แก่นแท้</color> นี้ลง {1} เพื่อ <color=yellow>ฟื้นฟู</color> {2} ของ <color=yellow>พลังชีวิตสูงสุด</color> ของคุณ สามารถทำงานได้เพียงหนึ่งครั้งทุก {3} วินาที,,,Rare,Heal,AAAAAAAHH!!,อ๊าาาาาาาาาา!!,Survive a single hit that deals 70% or more of your Maximum Health while you have no Barrier.,
