Key,Name_EN,Name_TH,ShortDesc_EN,ShortDesc_TH,Desc_EN,Desc_TH,RawDesc_EN,RawDesc_TH,Lore_EN,Lore_TH,Rarity,Type,Tags,Traveler,CooldownTime,AchievementName_EN,AchievementName_TH,AchievementDesc_EN,AchievementDesc_TH
St_D_TheKillingFlow,"One Step, One Kill",,,,"Instead of receiving <color=yellow>Attack Speed</color> bonuses, your <color=yellow>Attack Damage</color> increases by 0.5<sprite=5> for every 1% <color=yellow>Additional Attack Speed</color>.\nAfter <color=yellow>Dash</color> or <color=yellow>Teleport</color>, your next <color=yellow>Basic Attack</color> will be a critical hit.\n\nKilling any <color=yellow>Boss</color> <color=yellow>restores</color> <sprite=2><color=#FF8A2D>200%</color><sprite=5> <color=yellow>Health</color>.",,"Instead of receiving <color=yellow>Attack Speed</color> bonuses, your <color=yellow>Attack Damage</color> increases by {0} for every 1% <color=yellow>Additional Attack Speed</color>.\nAfter <color=yellow>Dash</color> or <color=yellow>Teleport</color>, your next <color=yellow>Basic Attack</color> will be a critical hit.\n\nKilling any <color=yellow>Boss</color> <color=yellow>restores</color> {1} <color=yellow>Health</color>.",,"With every step, a life is taken.\nThere is no emotion, no pain, only the body recalling every movement.",,Identity,Normal,Attack,Hero_Husk,0.0,,,,
St_E_AntiGravity,Anti-Gravity,,"Stun, Area damage",,"Reverses gravity in the target location, lifting all enemies within the range for 1.6 seconds. Then, slams them down, dealing <sprite=1><color=#16D7FF>400%</color><sprite=5> <color=yellow>damage</color>.",,"Reverses gravity in the target location, lifting all enemies within the range for {0} seconds. Then, slams them down, dealing {1} <color=yellow>damage</color>.",,"Our master, Lord Erebos, simply wished to please Lady Nyx.\n\nWhen he lightly stomped his foot in the starry forest, steadfast mountain ranges would rise and float like pebbles, suspended by a thread. With a single gesture of his hand, the earth would split apart and rise again, creating new landscapes. Our master would laugh like a child at these magnificent sights. Thet power that shook the heavens was nothing more than a dazzling proof of love meant for one alone.\n\nYet was I the only one who saw the cold shadow cross Lady Nyx's face in those moments?\n\nWhat shone in her eyes was not joy, but awe and... a fierce spark of jealousy she could not conceal.\n\n\n- Memory trace of a nameless night spirit.",,Epic,Normal,HardCC,,14.0,,,,
St_E_Blink,Blink,,"Teleport, Area Fire damage",,<color=yellow>Teleports</color> a short distance and deals <sprite=1><color=#16D7FF>244%</color><sprite=5> <color=yellow>Fire damage</color> to nearby enemies. <color=yellow>Cooldown</color> is reduced by 13% for each enemy hit.,,<color=yellow>Teleports</color> a short distance and deals {0} <color=yellow>Fire damage</color> to nearby enemies. <color=yellow>Cooldown</color> is reduced by {1} for each enemy hit.,,"Hunting Journal\nYear x of Rojit's Rule, Day xx of Month x, Weather: Cloudy\nHunting Location: Hising Forest\nToday's Harvest: Some wild strawberries\nWhenever I see something burning, it pulls me back to that day.\nMy wife, suddenly engulfed in flames, disappeared from sight.\n\nIt happened in an instant. She turned to ashes, lost in a blue flame so bright it made my eyes sting.\n\nI checked every bullet and pouch of gunpowder, but nothing was missing. That fire wasn't normal. No smoke, no heat, just quick destruction.\n\nToday, while watching the bowman through the scope, I discovered something.\n\nThe Lucid bastards use blue flames.\n\n...\n\nI need more information.\n\nTo bring my wife back, I must be careful. Now's the time to swallow my boiling vengeance.",,Epic,Normal,Fire;Mobility,,5.5,,,,
St_E_ChainLightning,Chain Lightning,,Chain Light damage,,"Casts a bouncing lightning that deals <sprite=1><color=#16D7FF>400%</color><sprite=5> <color=yellow>Light damage</color> to the first target and bounces up to 5 times, dealing <sprite=1><color=#16D7FF>185%</color><sprite=5> <color=yellow>Light damage</color>.",,"Casts a bouncing lightning that deals {0} <color=yellow>Light damage</color> to the first target and bounces up to {1} times, dealing {2} <color=yellow>Light damage</color>.",,"-- Experiment Log\n-- Day 273 since the experiment began\n-- Written by Aurena\n\n\nA partial success.\nI've managed to control the power of lightning to some extent, but it's inherently unstable. The electrical discharge jumps unpredictably to unintended targets.\n\nHowever, I've stumbled upon something even more significant. I've uncovered an insight into the fundamental power of dreams, but I'm running out of space in this log. For now, I'll refer to this as ""Dismantling Force"" and continue my research.",,Epic,Normal,Light,,16.0,Electric Type,,"Deal 1,500 or more damage in a single hit.",
St_E_ClutchesOfMalice,Clutches of Malice,,"Area of effect, pull",,"Summons blood tentacles at the target location, pulling up to 4<sprite=5> enemies. The tentacles attach to enemies, dealing <sprite=1><color=#16D7FF>80%</color><sprite=5> <color=yellow>damage</color> and an additional <sprite=1><color=#16D7FF>200%</color><sprite=5> <color=yellow>damage</color> to pulled enemies. \nWhen this Memory is empowered, the <color=yellow>number of enemies</color> pulled and the <color=yellow>area of effect</color> increase.",,"Summons blood tentacles at the target location, pulling up to {0} enemies. The tentacles attach to enemies, dealing {1} <color=yellow>damage</color> and an additional {2} <color=yellow>damage</color> to pulled enemies. \nWhen this Memory is empowered, the <color=yellow>number of enemies</color> pulled and the <color=yellow>area of effect</color> increase.",,"How many days have I been lost in this twisted dream world?\nAs my sense of time dulled, something began to take shape before my eyes.\nBeyond the mist, ""I"" was standing there.\n\nAt first I was merely curious, but the moment I met its gaze, I realized what writhed in those depths was not my soul, but something strange and damp. It was fear itself.\nAs it slowly reached toward me, its back split open and blood-red tentacles burst forth. At their ends hung not just pieces of flesh, but living eyeballs, staring intently at me like seeds planted to spread this nightmare across the world.\nOnly then did I understand. That was not my reflection in a mirror. It was a hungry clutch of nightmares, using me as a host and seeking to consume this world.\n\n\n- Memory trace engraved in someone's fragment",,Epic,Normal,HardCC,,11.0,Snake in the Grass,,Take the Merchant's unattended backpack 12 times.,
St_E_CrimsonLance,Crimson Lance,,"Forward damage, Heroic Boss hunting",,"Throw a massive lance that deals <sprite=2><color=#FF8A2D>450%</color><sprite=5> <color=yellow>Dark damage</color> to enemies it hits.\n\nDeals additional damage to <color=yellow>Heroic Bosses</color> equal to 15% of their <color=yellow>Maximum Health</color>, lodging the lance in them and <color=yellow>destroying</color> this Memory. <color=yellow>Defeating</color> a Heroic Boss while the lance is lodged in them grants you their <color=yellow>Unique Memory</color> or <color=yellow>Essence</color>.",,"Throw a massive lance that deals {0} <color=yellow>Dark damage</color> to enemies it hits.\n\nDeals additional damage to <color=yellow>Heroic Bosses</color> equal to {1} of their <color=yellow>Maximum Health</color>, lodging the lance in them and <color=yellow>destroying</color> this Memory. <color=yellow>Defeating</color> a Heroic Boss while the lance is lodged in them grants you their <color=yellow>Unique Memory</color> or <color=yellow>Essence</color>.",,,,Epic,Normal,Dark,,16.0,The Eighth Trophy,,Acquire Unique Memories or Essences from Heroic Bosses 8 times.,
St_E_DoomsdayMeteor,Doomsday Meteor,,Summons a powerful Fireball that can affect allies too,,"Channels for 3 seconds while standing still. If successful, a <color=yellow>massive Fireball</color> crashes down on the target area, scattering smaller Fireballs around it. The massive Fireball deals <sprite=1><color=#16D7FF>1,600%</color><sprite=5> <color=yellow>Fire damage</color> to targets and <color=yellow>Stuns</color> them for 3 seconds, while the smaller Fireballs deal <sprite=1><color=#16D7FF>150%</color> <color=yellow>Fire damage</color>.\n<color=yellow>Affects both allies and enemies.</color>",,"Channels for 3 seconds while standing still. If successful, a <color=yellow>massive Fireball</color> crashes down on the target area, scattering smaller Fireballs around it. The massive Fireball deals {0} <color=yellow>Fire damage</color> to targets and <color=yellow>Stuns</color> them for {1} seconds, while the smaller Fireballs deal {2} <color=yellow>Fire damage</color>.\n<color=yellow>Affects both allies and enemies.</color>",,,,Epic,Ultimate,Fire;HardCC,,100.0,,,,
St_E_FinalExplosion,Final Explosion,,"Self-destruct, powerful Light damage",,"Gain 25%<sprite=5> <color=yellow>Movement Speed</color> for 2 seconds, then sacrifice 40% of my maximum health to trigger a powerful explosion. Enemies caught in the explosion take <sprite=1><color=#16D7FF>850%</color><sprite=5> <color=yellow>Light Damage</color> and are <color=yellow>Stunned</color> for 2.5 seconds. If already dead or killed by the sacrifice, <color=yellow>Explosion Damage</color> is increased by 150%.",,"Gain {0} <color=yellow>Movement Speed</color> for {1} seconds, then sacrifice {2} of my maximum health to trigger a powerful explosion. Enemies caught in the explosion take {3} <color=yellow>Light Damage</color> and are <color=yellow>Stunned</color> for {4} seconds. If already dead or killed by the sacrifice, <color=yellow>Explosion Damage</color> is increased by {5}.",,"The encirclement of the Order of the Sacred Flame tightened without a single gap.\nTheir holy flames denied even the deepest alley its darkness.\nCornered at a dead end, the Lucid Sect member finally stopped.\n\nBut instead of fear, a strange, ecstatic smile crossed his face.\nHe looked down at the knights closing in on him as if they were pitiful insects.\n\n""You think... this is the end? Do you truly believe you can judge me with that false god's arrogant little flame?""\n\nHe closed his eyes and focused all his senses.\nBeyond the clamor of reality, he heard it—the gentle whisper of the dream world,\nthe Rapids he had longed for.\n\nNow, it was time to abandon everything and depart.\nHe opened his eyes once more to bid a final farewell to reality.\n\n""Farewell! You blind flames... this worthless flesh... and this wretched world!""\n\nHis body began to flicker violently, taking on an otherworldly hue.\nA prayer—the most fervent and desperate offering to his god.\n\n""Lord Primus! This lowly servant offers... everything I am... to you now!""\n\nHis final cry reduced his very existence to a handful of dust,\nbecoming a magnificent final explosion that consumed everything.\n\n\n— Memory trace from a corpse in a ruined village",,Epic,Normal,Light;Melee;HardCC,,3.0,,,,
St_E_FlameJet,Flame Jet,,Sustained Area Fire damage,,Unleashes a stream of flames for 2.5 seconds. Enemies hit by these flames take <sprite=1><color=#16D7FF>336%</color><sprite=5> <color=yellow>Fire damage</color> per second.,,Unleashes a stream of flames for {0} seconds. Enemies hit by these flames take {1} <color=yellow>Fire damage</color> per second.,,"Hunting Journal\n2nd Year of Rojit's Rule, Day xx of Month x, Weather: Clear\nHunting Location: Igni Wetlands\nToday's Harvest: A pocketful of nettles\n\nThere are rules I always follow when I go hunting in the Igni Wetlands.\n\n1. Be cautious if you spot claw marks on mangrove roots.\n\n2. If those marks aren't covered in moss, steer clear of that direction.\n\n3. If you see smoke in the distance or smoldering embers on charred trees, head home immediately.\n\nI made these rules after what I saw through my scope last summer. Some fool tugged on a half-scorched Kalimberry vine and came face to face with a monstrous Barasus.\n\nI don't think I've seen flames that big, not even at the Royal Guard's fire weapon demonstrations.",,Epic,Normal,Fire,,11.5,Pyromaniac,,Defeat 250 burning enemies.,
St_E_Harvest,Blood Harvest,,Mark and detonate enemies,,"<color=yellow>Attacks</color> leave a <color=yellow>Mark</color> on the enemy that can stack infinitely. Cast this Memory to detonate all <color=yellow>Marks</color> you've applied, dealing <sprite=2><color=#FF8A2D>100%</color><sprite=5> <color=yellow>damage</color> and reducing <color=yellow>Movement Speed</color> by 60% for 1.5 seconds.\n\nThe detonation damage increases by 25% per additional stack, and if an enemy dies from this explosion, <color=yellow>restore</color> <sprite=2><color=#FF8A2D>20%</color><sprite=5> <color=yellow>Health</color>.",,"<color=yellow>Attacks</color> leave a <color=yellow>Mark</color> on the enemy that can stack infinitely. Cast this Memory to detonate all <color=yellow>Marks</color> you've applied, dealing {0} <color=yellow>damage</color> and reducing <color=yellow>Movement Speed</color> by {1} for {2} seconds.\n\nThe detonation damage increases by {3} per additional stack, and if an enemy dies from this explosion, <color=yellow>restore</color> {4} <color=yellow>Health</color>.",,,,Epic,Normal,Heal;Attack,,12.5,,,,
St_E_JusticeGuillotine,Justice Guillotine,,"Powerful strike, damage scales with missing health",,"Slam down a massive greatsword at the target enemy's location, dealing <sprite=2><color=#FF8A2D>800%</color><sprite=5> <color=yellow>damage</color> to all nearby enemies. This damage increases by up to 2x based on your <color=yellow>missing health</color> and by up to 2x based on the target's <color=yellow>missing health</color>, for a total increase of up to 4x. The damage increase is maximized when health is at or below 30%.",,"Slam down a massive greatsword at the target enemy's location, dealing {0} <color=yellow>damage</color> to all nearby enemies. This damage increases by up to {1}x based on your <color=yellow>missing health</color> and by up to {2}x based on the target's <color=yellow>missing health</color>, for a total increase of up to {3}x. The damage increase is maximized when health is at or below {4}.",,,,Epic,Ultimate,Melee;Mobility,,100.0,,,,
St_E_MassCleanse,Mass Cleanse,,"Removes debuffs, heals",,"Cleanses the target location, dealing <sprite=1><color=#16D7FF>300%</color><sprite=5> <color=yellow>Light damage</color> to enemies and granting <color=yellow>Unstoppable</color> to allies for 1.5 seconds while <color=yellow>removing</color> most <color=yellow>debuffs</color>. Allies are <color=yellow>healed</color> for <sprite=1><color=#16D7FF>80%</color><sprite=5> <color=yellow>Health</color> for each <color=yellow>elemental effect</color> removed from them.",,"Cleanses the target location, dealing {0} <color=yellow>Light damage</color> to enemies and granting <color=yellow>Unstoppable</color> to allies for {1} seconds while <color=yellow>removing</color> most <color=yellow>debuffs</color>. Allies are <color=yellow>healed</color> for {2} <color=yellow>Health</color> for each <color=yellow>elemental effect</color> removed from them.",,"The madness of nightmares is spreading. \nThe forest's balance is already severely disrupted.\nDiseased branches must be cut away before the entire forest rots and collapses.\nWhat I am about to do is nothing but a cold and resolut cleansing, for the sake of the forest's order, which matters above all else.\n\nThe little compassion I have left, at least for this moment, must be set aside.\nThis is my role and duty as a keeper of the forest.\n\n...\n\nMy beloved sibling, I pray that in your presence as well,\nI can fulfill my responsibility...",,Epic,Normal,Light;Heal,,10.0,True Support,,Fully heal an allied Traveler below 30% Health within 1 seconds.,
St_E_MysticDagger,Mystic Dagger,,Reduces cooldown of all Memories,,"Throws a <color=yellow>Mystic Dagger</color> that deals <sprite=1><color=#16D7FF>350%</color><sprite=5> <color=yellow>damage</color> to the first target hit and triggers <color=yellow>attack effects</color>. When the <color=yellow>Dagger</color> hits an enemy, reduces the <color=yellow>cooldown</color> of all Memories by 1<sprite=5> seconds.",,"Throws a <color=yellow>Mystic Dagger</color> that deals {0} <color=yellow>damage</color> to the first target hit and triggers <color=yellow>attack effects</color>. When the <color=yellow>Dagger</color> hits an enemy, reduces the <color=yellow>cooldown</color> of all Memories by {1} seconds.",,,,Epic,Normal,Attack,,6.0,Master of Mystic Arts,,Have 4 Active Memories at once with a cooldown of 3 seconds or less.,
St_E_Permafrost,Permafrost,,"AoE Cold Damage, Stun, Ally Protection",,"Gathers and unleashes extreme cold in a massive area. Allies in the area gain a <sprite=1><color=#16D7FF>300%</color><sprite=5> <color=yellow>Shield</color> and 100 <color=yellow>Armor</color> for 10 seconds. Enemies are frozen, taking <sprite=1><color=#16D7FF>500%</color><sprite=5> <color=yellow>Cold Damage</color> and becoming <color=yellow>Stunned</color> for 15 seconds. \n\nIf an enemy is already affected by <color=yellow>Cold</color>, this damage is increased by 100%.",,"Gathers and unleashes extreme cold in a massive area. Allies in the area gain a {0} <color=yellow>Shield</color> and {1} <color=yellow>Armor</color> for {2} seconds. Enemies are frozen, taking {3} <color=yellow>Cold Damage</color> and becoming <color=yellow>Stunned</color> for {4} seconds. \n\nIf an enemy is already affected by <color=yellow>Cold</color>, this damage is increased by {5}.",,,,Epic,Ultimate,Cold;HardCC;Shield,,100.0,,,,
St_E_Rewind,Undo,,Reduces cooldown of other Memories,,"Reduces the <color=yellow>cooldown</color> of the last used <color=yellow>Memory</color> by 5.5<sprite=5> seconds. The next <color=yellow>Memory</color> cast within 8 seconds is empowered, dealing an additional <sprite=1><color=#16D7FF>160%</color><sprite=5> <color=yellow>damage</color> when it first hits an enemy.",,"Reduces the <color=yellow>cooldown</color> of the last used <color=yellow>Memory</color> by {0} seconds. The next <color=yellow>Memory</color> cast within {1} seconds is empowered, dealing an additional {2} <color=yellow>damage</color> when it first hits an enemy.",,"Someone's fierce regret and relentless drive.\nA desperate wish to turn back time and correct past mistakes.\nAnd the lingering memories of the one who brought this desire to life.",,Epic,Normal,,,12.0,,,,
St_E_SearingCharge,Searing Charge,,"Dash attack, Fire",,"Quickly slash through enemies with a flaming sword, dealing <sprite=1><color=#16D7FF>60%</color><sprite=5> <color=yellow>Fire damage</color> and an additional <sprite=1><color=#16D7FF>240%</color><sprite=5> <color=yellow>Fire damage</color>. Damage and range scale with <color=yellow>Movement Speed</color>. If an enemy is killed by this damage, the <color=yellow>cooldown</color> is reset.",,"Quickly slash through enemies with a flaming sword, dealing {0} <color=yellow>Fire damage</color> and an additional {1} <color=yellow>Fire damage</color>. Damage and range scale with <color=yellow>Movement Speed</color>. If an enemy is killed by this damage, the <color=yellow>cooldown</color> is reset.",,,,Epic,Normal,Fire;Mobility,,9.0,,,,
St_E_ShadowVolley,Shadow Volley,,"Fire a series of projectiles, enhanced by Critical Strike Chance and Attack Speed",,"Channels for 1.3<sprite=5> seconds to fire 7<sprite=5> <color=yellow>Shadow Volleys</color>, each dealing <sprite=2><color=#FF8A2D>60%</color><sprite=5> <color=yellow>Dark damage</color> to the first enemy hit.\nChannel time is reduced by your <color=yellow>Attack Speed</color>, and the number of projectiles increases with your <color=yellow>Critical Strike Chance</color>.",,"Channels for {0} seconds to fire {1} <color=yellow>Shadow Volleys</color>, each dealing {2} <color=yellow>Dark damage</color> to the first enemy hit.\nChannel time is reduced by your <color=yellow>Attack Speed</color>, and the number of projectiles increases with your <color=yellow>Critical Strike Chance</color>.",,,,Epic,Normal,Dark,,10.0,,,,
St_E_SliceThroat,Cutthroat,,"Dark damage, enhanced when hitting with outer edge",,"After 0.5 seconds, slash forward with a blade of darkness, dealing <sprite=2><color=#FF8A2D>65%</color><sprite=5> <color=yellow>Dark damage</color> to enemies. Enemies hit by the outer edge instead take <sprite=2><color=#FF8A2D>250%</color><sprite=5> <color=yellow>Dark damage</color>, trigger 50% <color=yellow>attack effects</color>, and heal you for 8% of your <color=yellow>missing Health</color> for each enemy hit.\n\nFor each enemy hit by the outer edge, reduce the <color=yellow>cooldown</color> by 20%.",,"After {0} seconds, slash forward with a blade of darkness, dealing {1} <color=yellow>Dark damage</color> to enemies. Enemies hit by the outer edge instead take {2} <color=yellow>Dark damage</color>, trigger {3} <color=yellow>attack effects</color>, and heal you for {4} of your <color=yellow>missing Health</color> for each enemy hit.\n\nFor each enemy hit by the outer edge, reduce the <color=yellow>cooldown</color> by {5}.",,,,Epic,Normal,Dark;Heal,,7.0,Balance Forever Lost,,Fight against the Guardian Twins simultaneously and emerge victorious.,
St_E_StygianRush,Stygian Rush,,"Dark, charge for powerful damage",,"<color=yellow>Hold</color> to charge darkness in your hands. When fully charged, dash forward and strike the first enemy hit and all nearby enemies. Enemies take <sprite=2><color=#FF8A2D>100%</color><sprite=5>-<sprite=2><color=#FF8A2D>500%</color><sprite=5> <color=yellow>Dark damage</color> based on charge time and are stunned for 1 seconds.\nCharging for 1.2 seconds maximizes the dash's distance and damage.",,"<color=yellow>Hold</color> to charge darkness in your hands. When fully charged, dash forward and strike the first enemy hit and all nearby enemies. Enemies take {0}-{1} <color=yellow>Dark damage</color> based on charge time and are stunned for {2} seconds.\nCharging for {3} seconds maximizes the dash's distance and damage.",,,,Epic,Normal,Dark;Melee;HardCC;Attack;Mobility,,11.0,,,,
St_E_UmbralEdge,Umbral Edge,,"Dark, attack empowered",,"For 7 seconds, imbues your weapon with the power of darkness, increasing <color=yellow>Critical Strike Chance</color> by 20%<sprite=5> and dealing <sprite=2><color=#FF8A2D>52%</color><sprite=5> additional <color=yellow>Dark damage</color> on <color=yellow>attack</color>. <color=yellow>Melee Travelers</color> deal 25% increased additional damage.",,"For {0} seconds, imbues your weapon with the power of darkness, increasing <color=yellow>Critical Strike Chance</color> by {1} and dealing {2} additional <color=yellow>Dark damage</color> on <color=yellow>attack</color>. <color=yellow>Melee Travelers</color> deal {3} increased additional damage.",,"After hearing rumors about Shangri-La, I returned to the Puppeteer's workshop.\n\nThe abandoned corpses remained, and the ruins carried their familiar stench. My memory tells me this is where the tragedy that took everything from me began. Yet my body and mind showed no reaction, just as I expected.\n\nI wasn't here for sentimentality. I had another purpose. Amidst the ruins, I found traces of a memory, seemingly hidden by the Puppeteer.\n\nIt was the memory of a swordsman I did not know, carrying a foreign blade, not of eastern origin. He was not simply cutting; he had captured the abyss within his sword and wielded the void itself.\n\nA strange sense of kinship came over me. I understood that sword. It was a kind of emptiness that only those with hollow souls could inhabit.",,Epic,Normal,Dark;Attack,,10.0,,,,
St_E_VileStrike,Vile Strike,,"Area Dark damage, attack and dash",,"Briefly vanish, then reappear at the target location, slashing enemies for <sprite=2><color=#FF8A2D>200%</color><sprite=5> <color=yellow>Dark damage</color>, <color=yellow>stunning</color> them for 1 seconds, and triggering <color=yellow>attack effects</color>. Damage is increased by 50% against enemies below 50% Health.",,"Briefly vanish, then reappear at the target location, slashing enemies for {0} <color=yellow>Dark damage</color>, <color=yellow>stunning</color> them for {1} seconds, and triggering <color=yellow>attack effects</color>. Damage is increased by {2} against enemies below {3} Health.",,,,Epic,Normal,Dark;Melee;HardCC;Mobility,,6.0,,,,
St_E_WinterDive,Winter Dive,,"Area Cold damage, leap",,"Leaps high into the air, enveloped in winter's power, and crashes down on the target location, dealing <sprite=1><color=#16D7FF>340%</color><sprite=5> <color=yellow>Cold damage</color> to all enemies and <color=yellow>stunning</color> them for 1.5 seconds.",,"Leaps high into the air, enveloped in winter's power, and crashes down on the target location, dealing {0} <color=yellow>Cold damage</color> to all enemies and <color=yellow>stunning</color> them for {1} seconds.",,,,Epic,Normal,Cold;HardCC;Mobility,,12.0,,,,
St_L_Blizzard,Blizzard,,"Area Cold Damage, Barrier",,"Summons a blizzard in the target area 4<sprite=5> times every 0.7 seconds, dealing <sprite=1><color=#16D7FF>180%</color><sprite=5> <color=yellow>Cold Damage</color> to enemies and granting allies a <sprite=1><color=#16D7FF>60%</color><sprite=5> <color=yellow>Barrier</color> that fades over 3.5 seconds.\nCan maintain up to 10 simultaneously.",,"Summons a blizzard in the target area {0} times every {1} seconds, dealing {2} <color=yellow>Cold Damage</color> to enemies and granting allies a {3} <color=yellow>Barrier</color> that fades over {4} seconds.\nCan maintain up to {5} simultaneously.",,"My breath... was stolen away.\nScreams froze in the air, and the bone-piercing cold stripped me of all feeling.\n\nThat wolf's howl was not of a victor. It was the wail of one who had lost everything, the desperate scream of a shattered kingdom.\nAnd we died beneath that crushing despair, nothing more than dust, choking on our helplessness.\nThis blizzard is not mere cold.\nIt carries his despair mixed with my curse, his sorrow swirling with my rage.\n\nThis is a living hell.\n\n\n- Memory trace of a mercenary buried in the Snowy Mountain, moments before death.",,Legendary,Normal,Cold;Shield,,14.5,Fight Fire with Fire,,Defeat the Snowy Mountain King while having 4 Cold damage Memories.,
St_L_ButchersStrike,Butcher's Strike,,"Forward damage, collect meat to heal and grow stronger",,"Swing a blade forward, dealing <sprite=2><color=#FF8A2D>200%</color><sprite=5> damage to enemies and <color=yellow>reducing</color> their <color=yellow>Movement Speed</color> by 30% for 2 seconds.\n\nIf an enemy hit by the blade dies within 3 seconds, they drop <color=yellow>Meat</color>. Collecting <color=yellow>Meat</color> <color=yellow>restores</color> <sprite=1><color=#16D7FF>25%</color><sprite=5> <color=yellow>Health</color> and permanently increases the <color=yellow>damage</color> of Butcher's Strike by 1%.",,"Swing a blade forward, dealing {0} damage to enemies and <color=yellow>reducing</color> their <color=yellow>Movement Speed</color> by {1} for {2} seconds.\n\nIf an enemy hit by the blade dies within {3} seconds, they drop <color=yellow>Meat</color>. Collecting <color=yellow>Meat</color> <color=yellow>restores</color> {4} <color=yellow>Health</color> and permanently increases the <color=yellow>damage</color> of Butcher's Strike by {5}.",,,,Legendary,Normal,Melee;Heal,,8.0,,,,
St_L_CoinExplosion,Coin Explosion,,"Light damage, believe in luck",,"Throws a <color=yellow>Coin</color> at the cost of 1% of your current <color=yellow>Gold</color>. The <color=yellow>Coin</color> <color=yellow>explodes</color> upon hitting the first enemy, dealing <sprite=1><color=#16D7FF>150%</color><sprite=5> <color=yellow>Light damage</color> to enemies and <color=yellow>stunning</color> them for 1 seconds.\n\nAfter the explosion, there's a 50% chance for the <color=yellow>explosion damage</color> to permanently double, but also a 50% chance to lose all accumulated increases.",,"Throws a <color=yellow>Coin</color> at the cost of {0} of your current <color=yellow>Gold</color>. The <color=yellow>Coin</color> <color=yellow>explodes</color> upon hitting the first enemy, dealing {1} <color=yellow>Light damage</color> to enemies and <color=yellow>stunning</color> them for {2} seconds.\n\nAfter the explosion, there's a 50% chance for the <color=yellow>explosion damage</color> to permanently double, but also a 50% chance to lose all accumulated increases.",,,,Legendary,Normal,Light;HardCC,,5.0,Four of a Kind,,Enter the Pure White Dream while having 4 Memories of the same type.,
St_L_LightExplosion,Radiant Explosion,,"Area Light damage, stuns enemies, and repeats on kill",,"Target an ally or enemy to create a <color=yellow>Radiant Explosion</color> at their location after 1.5 seconds. The explosion deals <sprite=1><color=#16D7FF>400%</color><sprite=5> <color=yellow>Light damage</color> to nearby enemies and <color=yellow>stuns</color> them for 1 seconds. If an enemy is <color=yellow>killed</color> by the explosion, the explosion <color=yellow>repeats</color>.",,"Target an ally or enemy to create a <color=yellow>Radiant Explosion</color> at their location after {0} seconds. The explosion deals {1} <color=yellow>Light damage</color> to nearby enemies and <color=yellow>stuns</color> them for {2} seconds. If an enemy is <color=yellow>killed</color> by the explosion, the explosion <color=yellow>repeats</color>.",,,,Legendary,Normal,Light;HardCC,,13.0,,,,
St_L_MentalCorruption,Mental Corruption,,Dark damage over time until death,,"Corrupts the minds of the target and those around them, dealing <sprite=1><color=#16D7FF>200%</color><sprite=5> <color=yellow>Dark damage</color> and <sprite=1><color=#16D7FF>60%</color><sprite=5> <color=yellow>Dark damage</color> every 0.5 seconds until death.",,"Corrupts the minds of the target and those around them, dealing {0} <color=yellow>Dark damage</color> and {1} <color=yellow>Dark damage</color> every {2} seconds until death.",,"As I wander through this world, I sometimes meet people who are aware of the dream world. A rare few remember our encounters completely, allowing us to keep connecting again and again.\n\nOne day, while speaking with one of them as usual, I noticed the light suddenly fade from their eyes. That empty gaze was fixed on me.\n\n""Is she truly happy here?""\n\nSuddenly, he called out to me with a question.\n\n""Or is she merely a beautiful doll trapped in your perfect cage?""\n\nIn that moment, my world shook. A wave of fear froze my heart. As if my anxiety were contagious, everyone around us began to warp, their hidden hatred and fear for each other rising to the surface.\n\nWith my power, I erased the source of that corruption, leaving not a single trace behind. Like an illusion, the chaos vanished, and the world slipped back into its false tranquility. But I saw it. In the shadows, something unseen was mocking my deepest self.\n\nNo. This utopia is mine. My wife... my family must be real. I cannot lose them again.\n\nI will make sure this never happens again. No cracks, no doubts.\n\nNever again, will I allow it.",,Legendary,Normal,Dark,,16.0,Déjà vu,,Pet the cat.,
St_L_Multishot,Arrow Storm,,Increases Attack Speed and empowers attacks,,"For 6 seconds, increase Attack Speed by 15%<sprite=5> and Movement Speed by 10%. During this time, each <color=yellow>attack</color> fires 3 arrows. Each arrow deals <sprite=1><color=#16D7FF>35%</color><sprite=5> damage, and the first arrow triggers <color=yellow>attack effects</color>.",,"For {0} seconds, increase Attack Speed by {1} and Movement Speed by {2}. During this time, each <color=yellow>attack</color> fires {3} arrows. Each arrow deals {4} damage, and the first arrow triggers <color=yellow>attack effects</color>.",,,,Legendary,Normal,Attack,,11.0,,,,
St_L_PyranasFireball,Pyrana's Fireball,,Transform into a Fireball,,"<color=yellow>Transform</color> into a fast-moving <color=yellow>Fireball</color> for 3 seconds, gaining 50<sprite=5> <color=yellow>Armor</color> and immunity to <color=yellow>Fire Damage</color>. Each time you hit an enemy, deal <sprite=1><color=#16D7FF>220%</color><sprite=5> <color=yellow>Fire Damage</color> and <color=yellow>extend</color> the transformation's <color=yellow>duration</color> by 0.2<sprite=5> seconds, up to a maximum of 3<sprite=5> seconds.",,"<color=yellow>Transform</color> into a fast-moving <color=yellow>Fireball</color> for {0} seconds, gaining {1} <color=yellow>Armor</color> and immunity to <color=yellow>Fire Damage</color>. Each time you hit an enemy, deal {2} <color=yellow>Fire Damage</color> and <color=yellow>extend</color> the transformation's <color=yellow>duration</color> by {3} seconds, up to a maximum of {4} seconds.",,,,Legendary,Normal,Fire;Melee;Mobility,,11.0,Burning Love,,Acquire Pyrana's Love.,
