"Key","Name_EN","Name_TH","Desc_EN","Desc_TH"
"Gem_L_SolarEye","Eye of the Sun","ดวงตาดวงอาทิตย์","Every 20 seconds, this Memory's <color=yellow>cast</color> is <color=yellow>empowered</color>, raining <color=yellow>Solar Light</color> on all nearby enemies who are <color=yellow>burning</color>. <color=yellow>Solar Light</color> deals <sprite=1><color=#16D7FF>360%</color><sprite=5> <color=yellow>Fire damage</color> over 1.5 seconds and increases <color=yellow>Burn</color> stacks by 9<sprite=5>. Increases your Fire damage over time by 100%.","ทุก 20 วินาที การใช้ความทรงจำนี้จะถูกเสริมพลัง โปรยแสงดวงอาทิตย์ลงมาที่ศัตรูใกล้เคียงทั้งหมดที่กำลังลุกไหม้ แสงดวงอาทิตย์สร้างความเสียหายไฟ 360% ตลอด 1.5 วินาทีและเพิ่มสแต็กไหม้ 9 เพิ่มความเสียหายไฟต่อเนื่องของคุณ 100%"
"Gem_L_SuppressedArcanum","Suppressed Arcanum","ความลับที่ถูกกดขี่","<color=yellow>Casting</color> this Memory sacrifices 5% of your current Health to create a <color=yellow>Golden Explosion</color>. Enemies caught in the <color=yellow>explosion</color> take <sprite=1><color=#16D7FF>240%</color><sprite=5> <color=yellow>Light damage</color>, while allies receive a <color=yellow>Barrier</color> of <sprite=1><color=#16D7FF>61%</color><sprite=5> that lasts 2.5 seconds. If your Health is below 60%, the <color=yellow>Barrier amount</color> of this Memory increases by 50%.","การใช้ความทรงจำนี้เสียสละพลังชีวิตปัจจุบัน 5% เพื่อสร้างการระเบิดทองคำ ศัตรูที่ติดอยู่ในการระเบิดได้รับความเสียหายแสง 240% ขณะที่พันธมิตรได้รับเกราะป้องกัน 61% ที่คงอยู่ 2.5 วินาที หากพลังชีวิตของคุณต่ำกว่า 60% จำนวนเกราะป้องกันของความทรงจำนี้เพิ่มขึ้น 50%"
"Gem_R_Abyss","Essence of the Abyss","แก่นแห่งก้นบึ้ง","Converts all <color=yellow>Damage</color> dealt by this memory to <color=yellow>Dark Damage</color>. If the target hit by this memory has 3 or more stacks of <color=yellow>Darkness</color>, triggers <color=yellow>Attack Effects</color> with a 43%<sprite=5> chance.","แปลงความเสียหายทั้งหมดจากความทรงจำนี้เป็นความเสียหายมืด หากเป้าหมายที่โดนความทรงจำนี้มีสแต็กมืด 3 ขึ้นไป ทริกเกอร์เอฟเฟกต์การโจมตีด้วยโอกาส 43%"
"Gem_R_Accuracy","Essence of Accuracy","แก่นแห่งความแม่นยำ","When this Memory deals <color=yellow>damage</color> to a distant enemy, it fires an <color=yellow>additional projectile</color> that deals 50%<sprite=5> <color=yellow>damage</color>. The <color=yellow>damage</color> dealt by the <color=yellow>projectile</color> shares the elemental type with the original damage.","เมื่อความทรงจำนี้สร้างความเสียหายต่อศัตรูที่อยู่ไกล จะยิงกระสุนเพิ่มเติมสร้างความเสียหาย 50% ความเสียหายจากกระสุนมีธาตุเดียวกับความเสียหายต้นฉบับ"
"Gem_R_Adventure","Essence of Adventure","แก่นแห่งการผจญภัย","Whenever you <color=yellow>move</color> to a <color=yellow>new place</color>, <color=yellow>increase</color> the <color=yellow>quality</color> of another <color=yellow>Essence</color> equipped to this Memory by +10% and gain 19<sprite=5> Gold.","ทุกครั้งที่คุณไปสถานที่ใหม่ เพิ่มคุณภาพของแก่นอื่นที่ติดตั้งกับความทรงจำนี้ +10% และได้รับ 19 ทอง"
"Gem_R_Blade","Essence of the Blade","แก่นแห่งใบมีด","Each time this Memory <color=yellow>hits</color> an enemy, it summons blades that lacerate the target for <sprite=2><color=#FF8A2D>58%</color><sprite=5> damage 3<sprite=5> times. Can only trigger once every 2 seconds for each enemy.","ทุกครั้งที่ความทรงจำนี้โจมตีศัตรู จะเรียกใบมีดที่ฉีกเป้าหมายสร้างความเสียหาย 58% 3 ครั้ง ทริกเกอร์ได้ทุก 2 วินาทีต่อศัตรูแต่ละตัว"
"Gem_R_Bleak","Essence of Bleakness","แก่นแห่งความหดหู่","This Memory deals 50%<sprite=5> increased damage to enemies affected by <color=yellow>Cold, <color=yellow>slow</color>, <color=yellow>root</color>, or <color=yellow>stun</color>.","ความทรงจำนี้สร้างความเสียหายเพิ่มขึ้น 50% ต่อศัตรูที่ได้รับผลกระทบจากน้ำแข็ง ช้า รูท หรือสตัน"
"Gem_R_Blood","Essence of Blood Drops","แก่นแห่งหยดเลือด","When Health falls below 40%, <color=yellow>sacrifice</color> the <color=yellow>quality</color> of this <color=yellow>Essence</color> by 80% to <color=yellow>restore</color> 40% of your <color=yellow>Maximum Health</color>. Can only trigger once every 4 seconds.","เมื่อพลังชีวิตลดลงต่ำกว่า 40% เสียสละคุณภาพของแก่นนี้ 80% เพื่อฟื้นฟูพลังชีวิตสูงสุด 40% ทริกเกอร์ได้ทุก 4 วินาที"
"Gem_R_Celestial","Essence of the Celestial","แก่นแห่งสวรรค์","Every 10 seconds, this Memory's <color=yellow>cast</color> is <color=yellow>empowered</color>. When the <color=yellow>empowered cast</color> hits an enemy for the first time, it drops 4 meteors that deal <sprite=1><color=#16D7FF>130%</color><sprite=5> <color=yellow>Light damage</color> each.","ทุก 10 วินาที การใช้ความทรงจำนี้จะถูกเสริมพลัง เมื่อการใช้แบบเสริมพลังโจมตีศัตรูครั้งแรก จะดรอปดาวตก 4 ดวงสร้างความเสียหายแสง 130% แต่ละดวง"
"Gem_R_Composure","Essence of Composure","แก่นแห่งความสงบ","Casting this Memory increases your <color=yellow>Critical Strike Chance</color> by 30%<sprite=5> for 5 seconds. This effect ends early if you take damage from enemies.","การใช้ความทรงจำนี้เพิ่มโอกาสคริติคอล 30% เป็นเวลา 5 วินาที เอฟเฟกต์นี้จะจบก่อนหากคุณได้รับความเสียหายจากศัตรู"
"Gem_R_Contempt","Essence of Contempt","แก่นแห่งการดูถูก","This Memory deals more damage as the target's Health decreases, up to a 50%<sprite=5> <color=yellow>increase</color> when their Health is at 20%.","ความทรงจำนี้สร้างความเสียหายมากขึ้นเมื่อพลังชีวิตเป้าหมายลดลง เพิ่มขึ้นสูงสุด 50% เมื่อพลังชีวิตอยู่ที่ 20%"
"Gem_R_Dusk","Essence of Dusk","แก่นแห่งพลบค่ำ","Casting this Memory fires 2 <color=yellow>Dusk shards</color> that deal <sprite=2><color=#FF8A2D>30%</color><sprite=5> <color=yellow>Dark damage</color> each time you <color=yellow>attack</color> an enemy for 5 seconds.","การใช้ความทรงจำนี้ยิงเศษพลบค่ำ 2 ดอกสร้างความเสียหายมืด 30% ทุกครั้งที่คุณโจมตีศัตรูเป็นเวลา 5 วินาที"
"Gem_R_Flow","Essence of Flow","แก่นแห่งการไหล","Dealing <color=yellow>Light damage</color> with any Memory reduces this Memory's <color=yellow>cooldown</color> by 6%<sprite=5>. For Ultimate abilities, only 40% of the effect is applied. The <color=yellow>Cooldown Reduction</color> effect for this Memory also applies to equipped <color=yellow>Essences</color>.","การสร้างความเสียหายแสงด้วยความทรงจำใดๆ ลดคูลดาวน์ของความทรงจำนี้ 6% สำหรับความสามารถอัลติเมท ใช้เพียง 40% ของเอฟเฟกต์ เอฟเฟกต์ลดคูลดาวน์ของความทรงจำนี้ใช้กับแก่นที่ติดตั้งด้วย"
"Gem_R_Frost","Essence of Frost","แก่นแห่งน้ำค้างแข็ง","When this Memory deals <color=yellow>Cold damage</color>, it deals <color=yellow>Cold damage</color> equal to 10%<sprite=5> of your <color=yellow>Maximum Health</color> and briefly <color=yellow>stuns</color> enemies. Can only trigger once every 5 seconds per enemy. Each time this triggers, permanently increase your <color=yellow>Maximum Health</color> by 1.","เมื่อความทรงจำนี้สร้างความเสียหายน้ำแข็ง จะสร้างความเสียหายน้ำแข็งเท่ากับ 10% ของพลังชีวิตสูงสุดและสตันศัตรูสั้นๆ ทริกเกอร์ได้ทุก 5 วินาทีต่อศัตรู ทุกครั้งที่ทริกเกอร์ เพิ่มพลังชีวิตสูงสุดถาวร 1"
"Gem_R_Glaciate","Essence of Freezing","แก่นแห่งการแช่แข็ง","<color=yellow>Casting</color> this Memory releases a burst of cold that deals <sprite=1><color=#16D7FF>160%</color><sprite=5> <color=yellow>Cold damage</color> to enemies. The area of effect increases with quality.","การใช้ความทรงจำนี้ปล่อยระเบิดความเย็นสร้างความเสียหายน้ำแข็ง 160% ต่อศัตรู พื้นที่เอฟเฟกต์เพิ่มขึ้นตามคุณภาพ"
"Gem_R_Insatiable","Essence of Voracity","แก่นแห่งความตะกละ","For 5 seconds after casting this Memory, <color=yellow>Attack Damage</color> is increased by 15%<sprite=5> and <color=yellow>restore</color> 6<sprite=5> Health per <color=yellow>attack</color>.","เป็นเวลา 5 วินาทีหลังจากใช้ความทรงจำนี้ ความเสียหายโจมตีเพิ่มขึ้น 15% และฟื้นฟูพลังชีวิต 6 ต่อการโจมตี"
"Gem_R_Momentum","Essence of Momentum","แก่นแห่งโมเมนตัม","Each time you <color=yellow>attack</color> an enemy, the <color=yellow>cooldown</color> of this Memory is <color=yellow>reduced</color> by 0.4<sprite=5> seconds.","ทุกครั้งที่คุณโจมตีศัตรู คูลดาวน์ของความทรงจำนี้ลดลง 0.4 วินาที"
"Gem_R_NightSky","Essence of the Starry Sky","แก่นแห่งท้องฟ้าดาว","Each time this Memory <color=yellow>hits</color> an enemy, your <color=yellow>Attack Speed</color> increases by 10%<sprite=5> for 3 seconds, up to a maximum of 20%<sprite=5>. If it deals <color=yellow>Dark damage</color>, it can increase up to a maximum of 40%<sprite=5>. <color=yellow>Attacking</color> the enemy refreshes the duration of this effect.","ทุกครั้งที่ความทรงจำนี้โจมตีศัตรู ความเร็วโจมตีเพิ่มขึ้น 10% เป็นเวลา 3 วินาที สูงสุด 20% หากสร้างความเสียหายมืด สามารถเพิ่มได้สูงสุด 40% การโจมตีศัตรูรีเฟรชระยะเวลาของเอฟเฟกต์นี้"
"Gem_R_Panic","Essence of Panic","แก่นแห่งความตื่นตระหนก","Taking any <color=yellow>damage</color> grants this Memory 30<sprite=5> <color=yellow>Memory Haste</color> and your <color=yellow>Movement Speed</color> increases by 20%<sprite=5> for 3 seconds.","การได้รับความเสียหายให้ความทรงจำนี้ได้รับความเร็วความทรงจำ 30 และความเร็วเคลื่อนที่เพิ่มขึ้น 20% เป็นเวลา 3 วินาที"
"Gem_R_Rejuvenation","Essence of Rejuvenation","แก่นแห่งการฟื้นคืนชีพ","Every 15 seconds, this Memory's <color=yellow>cast</color> becomes <color=yellow>empowered</color>. For 1.5 seconds after casting the <color=yellow>empowered cast</color>, <color=yellow>restore</color> 14%<sprite=5> of the <color=yellow>damage</color> dealt as your <color=yellow>Health</color>.","ทุก 15 วินาที การใช้ความทรงจำนี้จะถูกเสริมพลัง เป็นเวลา 1.5 วินาทีหลังจากใช้แบบเสริมพลัง ฟื้นฟูพลังชีวิต 14% ของความเสียหายที่สร้าง"
"Gem_R_Ricochet","Essence of Ricochet","แก่นแห่งการสะท้อน","The <color=yellow>damage</color> or <color=yellow>healing</color> from this Memory has a 50%<sprite=5> chance to ricochet to another nearby target, dealing 90%<sprite=5> <color=yellow>damage</color> or <color=yellow>healing</color>. If it's <color=yellow>damage</color>, it shares the elemental type with the original damage.","ความเสียหายหรือการฟื้นฟูจากความทรงจำนี้มีโอกาส 50% ที่จะสะท้อนไปยังเป้าหมายใกล้เคียงอื่น สร้างความเสียหายหรือฟื้นฟู 90% หากเป็นความเสียหาย จะมีธาตุเดียวกับความเสียหายต้นฉบับ"
"Gem_R_Rigidity","Essence of Rigidity","แก่นแห่งความแข็งแกร่ง","When this Memory <color=yellow>hits</color> an enemy, gain a <color=yellow>Barrier</color> of 9<sprite=5> that lasts for 2 seconds. If it deals <color=yellow>Cold damage</color>, this effect is increased by 80%.","เมื่อความทรงจำนี้โจมตีศัตรู ได้รับเกราะป้องกัน 9 ที่คงอยู่ 2 วินาที หากสร้างความเสียหายน้ำแข็ง เอฟเฟกต์นี้เพิ่มขึ้น 80%"
"Gem_R_Scorched","Essence of Scorch","แก่นแห่งการเผาไหม้","<color=yellow>Casting</color> this Memory fires 3<sprite=5> <color=yellow>Fireballs</color>, each dealing <sprite=1><color=#16D7FF>47%</color><sprite=5> <color=yellow>Fire damage</color> to nearby enemies.","การใช้ความทรงจำนี้ยิงลูกไฟ 3 ลูก แต่ละลูกสร้างความเสียหายไฟ 47% ต่อศัตรูใกล้เคียง"
"Gem_R_Shock","Essence of Shock","แก่นแห่งไฟฟ้าช็อต","Every 4th <color=yellow>basic attack</color> becomes <color=yellow>empowered</color>, unleashing <color=yellow>Lightning</color> that bounces between enemies, dealing <sprite=1><color=#16D7FF>40%</color><sprite=5> <color=yellow>Light damage</color> up to 2 times. For every 20% <color=yellow>Critical Strike Chance</color>, the maximum number of hits increases by 1.","การโจมตีพื้นฐานทุกครั้งที่ 4 จะถูกเสริมพลัง ปล่อยฟ้าผ่าที่กระเด้งระหว่างศัตรู สร้างความเสียหายแสง 40% สูงสุด 2 ครั้ง ทุก 20% โอกาสคริติคอล จำนวนการโจมตีสูงสุดเพิ่มขึ้น 1"
"Gem_R_Snow","Essence of Snow","แก่นแห่งหิมะ","Gain a Barrier of 40<sprite=5> that recharges if you avoid damage for 5 seconds. While the Barrier is active, periodically launch a snowball at a random nearby enemy, dealing <sprite=1><color=#16D7FF>80%</color><sprite=5> <color=yellow>Cold damage</color>. The larger your Barrier, the quicker it fires.","ได้รับเกราะป้องกัน 40 ที่ชาร์จใหม่หากคุณหลีกเลี่ยงความเสียหายเป็นเวลา 5 วินาที ขณะที่เกราะป้องกันทำงาน จะยิงลูกหิมะไปยังศัตรูใกล้เคียงสุ่มเป็นระยะ สร้างความเสียหายน้ำแข็ง 80% เกราะป้องกันยิ่งใหญ่ ยิ่งยิงเร็ว"
"Gem_R_Spiral","Essence of the Vortex","แก่นแห่งกระแสน้ำวน","Periodically fires a Fireball at a random nearby enemy, dealing <sprite=1><color=#16D7FF>90%</color><sprite=5> <color=yellow>Fire damage</color>. The higher the quality, the quicker it fires.","ยิงลูกไฟไปยังศัตรูใกล้เคียงสุ่มเป็นระยะ สร้างความเสียหายไฟ 90% คุณภาพยิ่งสูง ยิ่งยิงเร็ว"
"Gem_R_Stillness","Essence of Stillness","แก่นแห่งความนิ่ง","Every 5 seconds, this memory's <color=yellow>Cast</color> becomes <color=yellow>Enhanced</color>. Upon <color=yellow>Enhanced Cast</color>, emit light that deals <sprite=1><color=#16D7FF>200%</color><sprite=5> <color=yellow>Light Damage</color> to enemies and <color=yellow>Stuns</color> them for 2 seconds. Higher quality increases the emission radius.","ทุก 5 วินาที การใช้ความทรงจำนี้จะถูกเสริมพลัง เมื่อใช้แบบเสริมพลัง ปล่อยแสงสร้างความเสียหายแสง 200% ต่อศัตรูและสตัน 2 วินาที คุณภาพสูงขึ้นเพิ่มรัศมีการปล่อย"
"Gem_R_Wealth","Essence of Wealth","แก่นแห่งความมั่งคั่ง","When an enemy damaged by this Memory is killed within 2 seconds, they drop 1.7<sprite=5> Gold. Gold is shared among all Travelers.","เมื่อศัตรูที่ได้รับความเสียหายจากความทรงจำนี้ถูกฆ่าภายใน 2 วินาที จะดรอป 1.7 ทอง ทองจะแบ่งให้นักเดินทางทั้งหมด"
"Gem_R_Wound","Essence of the Wound","แก่นแห่งบาดแผล","When this Memory deals damage to an enemy, it applies a <color=yellow>Mark</color>. Each <color=yellow>attack</color> on the <color=yellow>Mark</color> deals <sprite=1><color=#16D7FF>44%</color><sprite=5> <color=yellow>damage</color>, and after 3 attacks, the <color=yellow>Mark</color> explodes, dealing <sprite=1><color=#16D7FF>275%</color><sprite=5> <color=yellow>damage</color> to all nearby enemies.","เมื่อความทรงจำนี้สร้างความเสียหายต่อศัตรู จะใส่เครื่องหมาย การโจมตีแต่ละครั้งบนเครื่องหมายสร้างความเสียหาย 44% และหลังจาก 3 การโจมตี เครื่องหมายจะระเบิดสร้างความเสียหาย 275% ต่อศัตรูใกล้เคียงทั้งหมด"
"Gem_U_EternalFlame","Eternal Flame","เปลวไฟนิรันดร์","Dealing <color=yellow>Fire damage</color> to an enemy with this Memory inflicts the <color=yellow>Eternal Flame</color> curse for 5 seconds. While under <color=yellow>Eternal Flame</color>, <color=yellow>any damage</color> you deal applies 1 <color=yellow>Burn</color> stack to the target.
All damage from this Memory is increased by 2.0%<sprite=5> for each <color=yellow>Burn</color> stack on that enemy.","การสร้างความเสียหายไฟต่อศัตรูด้วยความทรงจำนี้สาปเปลวไฟนิรันดร์เป็นเวลา 5 วินาที ขณะอยู่ภายใต้เปลวไฟนิรันดร์ ความเสียหายใดๆ ที่คุณสร้างจะใส่สแต็กไหม้ 1 ให้เป้าหมาย
ความเสียหายทั้งหมดจากความทรงจำนี้เพิ่มขึ้น 2.0% ต่อสแต็กไหม้บนศัตรูนั้น"
"Gem_U_GlacialCore","Glacial Core","แกนน้ำแข็ง","Every 5 seconds, dealing <color=yellow>damage</color> with this Memory <color=yellow>restores</color> 3.6%<sprite=5> of your Maximum Health. If it is <color=yellow>Cold damage</color>, the effect increases by 100%.
272%<sprite=5> of all <color=yellow>Health restored</color> is converted into <color=yellow>Cold damage</color>, firing <color=yellow>ice shards</color> at nearby enemies.","ทุก 5 วินาที การสร้างความเสียหายด้วยความทรงจำนี้ฟื้นฟูพลังชีวิตสูงสุด 3.6% หากเป็นความเสียหายน้ำแข็ง เอฟเฟกต์เพิ่มขึ้น 100%
พลังชีวิตที่ฟื้นฟูทั้งหมด 272% จะถูกแปลงเป็นความเสียหายน้ำแข็ง ยิงเศษน้ำแข็งไปยังศัตรูใกล้เคียง"
"Gem_U_LastStarlight","Last Starlight","แสงดาวดวงสุดท้าย","Every 15 seconds, this Memory's <color=yellow>Cast</color> is <color=yellow>Empowered</color>. On an <color=yellow>Empowered Cast</color>, create a black hole at the cast location that deals <sprite=1><color=#16D7FF>160%</color><sprite=5> <color=yellow>Light Damage</color> per second for 5 seconds. 
If this is not a location-targeted Memory, the black hole is created on the nearest enemy in the direction you are facing.","ทุก 15 วินาที การใช้ความทรงจำนี้จะถูกเสริมพลัง เมื่อใช้แบบเสริมพลัง สร้างหลุมดำที่ตำแหน่งที่ใช้สร้างความเสียหายแสง 160% ต่อวินาทีเป็นเวลา 5 วินาที
หากความทรงจำนี้ไม่ใช่แบบเลือกตำแหน่ง หลุมดำจะถูกสร้างบนศัตรูที่ใกล้ที่สุดในทิศทางที่คุณหันหน้าไป"
"Gem_U_SoulPrison","Soul Prison","คุกวิญญาณ","When you take <color=yellow>Fatal damage</color>, you ignore that damage and become <color=yellow>Invulnerable</color> for 3 seconds, then <color=yellow>destroy</color> this Essence. For every 1% of this Essence's <color=yellow>quality</color>, you <color=yellow>restore</color> 3 <color=yellow>Health</color>, and any excess healing is converted into a <color=yellow>Barrier</color>.","เมื่อคุณได้รับความเสียหายถึงตาย คุณจะเพิกเฉยความเสียหายนั้นและกลายเป็นอมตะเป็นเวลา 3 วินาที จากนั้นทำลายแก่นนี้ ทุก 1% ของคุณภาพแก่นนี้ คุณฟื้นฟูพลังชีวิต 3 และการฟื้นฟูส่วนเกินจะถูกแปลงเป็นเกราะป้องกัน"
