"Key","Name_EN","Name_TH","ShortDesc_EN","ShortDesc_TH","Desc_EN","Desc_TH","Lore_EN","Lore_TH","AchievementName_EN","AchievementName_TH","AchievementDesc_EN","AchievementDesc_TH"
"St_L_MentalCorruption","Mental Corruption","กัดกินจิตใจ","Dark damage over time until death","สร้างความเสียหายมืดต่อเนื่องจนตาย","Corrupts the minds of the target and those around them, dealing 200% Dark damage and 60% Dark damage every 0.5 seconds until death.","ทำให้จิตใจของเป้าหมายและผู้ที่อยู่รอบๆ พวกเขาเสื่อม สร้างความเสียหายมืด 200% และความเสียหายมืด 60% ทุก 0.5 วินาทีจนตาย","As I wander through this world, I sometimes meet people who are aware of the dream world. A rare few remember our encounters completely, allowing us to keep connecting again and again. [NEWLINE]  [NEWLINE] One day, while speaking with one of them as usual, I noticed the light suddenly fade from their eyes. That empty gaze was fixed on me. [NEWLINE]  [NEWLINE] ""Is she truly happy here?"" [NEWLINE]  [NEWLINE] Suddenly, he called out to me with a question. [NEWLINE]  [NEWLINE] ""Or is she merely a beautiful doll trapped in your perfect cage?"" [NEWLINE]  [NEWLINE] In that moment, my world shook. A wave of fear froze my heart. As if my anxiety were contagious, everyone around us began to warp, their hidden hatred and fear for each other rising to the surface. [NEWLINE]  [NEWLINE] With my power, I erased the source of that corruption, leaving not a single trace behind. Like an illusion, the chaos vanished, and the world slipped back into its false tranquility. But I saw it. In the shadows, something unseen was mocking my deepest self. [NEWLINE]  [NEWLINE] No. This utopia is mine. My wife... my family must be real. I cannot lose them again. [NEWLINE]  [NEWLINE] I will make sure this never happens again. No cracks, no doubts. [NEWLINE]  [NEWLINE] Never again, will I allow it.","ขณะที่ข้าเดินทางผ่านโลกนี้ บางครั้งข้าพบผู้คนที่ตระหนักถึงโลกแห่งความฝัน ไม่กี่คนที่หาได้ยากจำการพบกันของเราได้อย่างสมบูรณ์ ทำให้เราสามารถเชื่อมต่อกันได้อีกครั้งแล้วอีกครั้ง [NEWLINE]  [NEWLINE] วันหนึ่ง ขณะพูดคุยกับหนึ่งในนั้นตามปกติ ข้าสังเกตเห็นแสงจางหายไปจากดวงตาของพวกเขาอย่างกะทันหัน สายตาที่ว่างเปล่านั้นจ้องมองข้า [NEWLINE]  [NEWLINE] ""เธอมีความสุขที่นี่จริงๆ หรือ?"" [NEWLINE]  [NEWLINE] ทันใดนั้น เขาเรียกข้าด้วยคำถาม [NEWLINE]  [NEWLINE] ""หรือเธอเป็นเพียงตุ๊กตาสวยงามที่ติดอยู่ในกรงที่สมบูรณ์แบบของคุณ?"" [NEWLINE]  [NEWLINE] ในขณะนั้น โลกของข้าสั่นสะเทือน คลื่นแห่งความกลัวทำให้หัวใจของข้าแข็งทื่อ ราวกับว่าความวิตกกังวลของข้าติดต่อได้ ทุกคนรอบๆ เราเริ่มบิดเบี้ยว ความเกลียดชังและความกลัวที่ซ่อนอยู่ต่อกันและกันลอยขึ้นสู่พื้นผิว [NEWLINE]  [NEWLINE] ด้วยพลังของข้า ข้าลบล้างแหล่งที่มาของความเสื่อมนั้น ไม่ทิ้งร่องรอยเดียว เหมือนภาพลวงตา ความโกลาหลหายไป และโลกก็ลื่นไถลกลับสู่ความสงบสุขที่เป็นเท็จ แต่ข้าเห็นมัน ในเงามืด บางสิ่งที่มองไม่เห็นกำลังเยาะเย้ยตัวตนที่ลึกที่สุดของข้า [NEWLINE]  [NEWLINE] ไม่ ยูโทเปียนี้เป็นของข้า ภรรยาของข้า... ครอบครัวของข้าต้องเป็นจริง ข้าไม่สามารถสูญเสียพวกเขาอีกครั้ง [NEWLINE]  [NEWLINE] ข้าจะทำให้แน่ใจว่าสิ่งนี้จะไม่เกิดขึ้นอีก ไม่มีรอยร้าว ไม่มีความสงสัย [NEWLINE]  [NEWLINE] ไม่มีวันอีกแล้ว ข้าจะไม่ยอมให้มันเกิดขึ้น","Déjà vu","เดจาวู","Pet the cat.","ลูบแมว"
"St_L_Multishot","Arrow Storm","พายุลูกศร","Increases Attack Speed and empowers attacks","เพิ่มความเร็วโจมตีและเสริมพลังการยิง","For 6 seconds, increase Attack Speed by 15% and Movement Speed by 10%. During this time, each attack fires 3 arrows. Each arrow deals 35% damage, and the first arrow triggers attack effects.","เป็นเวลา 6 วินาที เพิ่มความเร็วโจมตี 15% และความเร็วเคลื่อนที่ 10% ในช่วงนี้การโจมตีปกติจะยิงลูกธนูออกมา 3 ดอก (แต่ละดอกสร้างความเสียหาย 35% และดอกแรกจะแสดงผลเอฟเฟกต์การโจมตี)",,"","","","",""
"St_L_PyranasFireball","Pyrana's Fireball","บอลเพลิงไพรานา","Transform into a Fireball","แปลงร่างเป็นลูกไฟ","Transform into a fast-moving Fireball for 3 seconds, gaining 50 Armor and immunity to Fire Damage. Each time you hit an enemy, deal 220% Fire Damage and extend the transformation's duration by 0.2 seconds, up to a maximum of 3 seconds.","แปลงร่างเป็นลูกไฟความเร็วสูงนาน 3 วินาที (ได้รับเกราะ 50 และกันไฟ 100%) ทุกครั้งที่ชนศัตรูจะสร้างความเสียหายไฟ 220% และยืดเวลาแปลงร่างเพิ่ม 0.2 วินาที (สูงสุด 3 วินาที)",,"","Burning Love","รักอันร้อนแรง","Acquire Pyrana's Love.","ได้รับความรักของไพรานา"
"St_L_SpectreBullet","Spectral Bullet","กระสุนวิญญาณ","Attack effect, Dream Dust on kill","เอฟเฟกต์โจมตี ได้รับผงฝันเมื่อฆ่า","Fires a Spectral Bullet at the target enemy, dealing 300% damage and triggering attack effects. If this damage kills an enemy, gain 5 Dream Dust.","ยิงกระสุนวิญญาณใส่เป้าหมาย สร้างความเสียหาย 300% และแสดงผลเอฟเฟกต์การโจมตี (หากสังหารศัตรูได้ จะได้รับ ""Dream Dust"" 5 หน่วย)",,"","","","",""
"St_M_Charge","Heavy Strike","พุ่งชน","","","Gain a Barrier equal to 10% of Maximum Health for 1.5 seconds and dash forward. If you collide with an enemy, the dash ends early, dealing 15% of your Maximum Health as damage to enemies and knocking them back.","ได้รับเกราะป้องกัน 10% ของ HP สูงสุดนาน 1.5 วินาที แล้วพุ่งไปข้างหน้า หากชนศัตรูจะหยุดพุ่งทันที พร้อมสร้างความเสียหาย 15% ของ HP สูงสุด และกระแทกศัตรูถอยหลัง",,"","","","",""
"St_M_DreamyWaltz","Dreamy Waltz","ระบำแห่งฝัน","","","Move quickly to dodge enemy attacks. [NEWLINE] After dodging, release a dreamy wave that grants all nearby allies except yourself a Barrier equal to 8% of their Maximum Health and increases their Attack Speed by 15% for 3 seconds. Effects are increased by 100% for summons.","เคลื่อนที่หลบการโจมตีอย่างรวดเร็ว [NEWLINE] หลังหลบพ้น จะปล่อยคลื่นแห่งความฝัน มอบเกราะ 8% ของ HP สูงสุดแก่พันธมิตรทุกคน (ยกเว้นตัวเอง) และเพิ่มความเร็วโจมตี 15% นาน 3 วินาที (ผลลัพธ์เพิ่มเป็น 2 เท่าสำหรับยูนิตอัญเชิญ)",,"","","","",""
"St_M_FastFeet","Swift Steps","ย่างก้าวว่องไว","","","Move swiftly to dodge enemy attacks.","เคลื่อนที่หลบการโจมตีอย่างรวดเร็ว",,"","","","",""
"St_M_FeatheryDash","Feathery Dash","พุ่งแผ่วเบา","","","Move swiftly to dodge enemy attacks.","เคลื่อนที่หลบการโจมตีอย่างรวดเร็ว",,"","","","",""
"St_M_FlashStep","Flash Step","ก้าวพริบตา","","","Move swiftly to dodge enemy attacks.","เคลื่อนที่หลบการโจมตีอย่างรวดเร็ว",,"","","","",""
"St_M_Flicker","Flicker","พริบตา","","","Teleport quickly to dodge enemy attacks. [NEWLINE] Can be used even when unable to use Memories.","เทเลพอร์ตหลบการโจมตีอย่างรวดเร็ว [NEWLINE] (สามารถกดใช้ได้แม้จะติดสถานะห้ามใช้สกิลอยู่ก็ตาม)",,"","","","",""
"St_M_NimbleDodge","Nimble Dodge","ม้วนตัวหลบ","","","Move swiftly to dodge enemy attacks.","เคลื่อนที่หลบการโจมตีอย่างรวดเร็ว",,"","","","",""
"St_M_Sprint","Distorting Sprint","วิ่งบิดมิติ","","","Quickly dash a short distance to dodge enemy attacks, then increase Movement Speed by 75% and Attack Speed by 100% for 1 seconds.","พุ่งหลบระยะสั้นๆ จากนั้นเพิ่มความเร็วเคลื่อนที่ 75% และความเร็วโจมตี 100% เป็นเวลา 1 วินาที",,"","","","",""
"St_Q_CruelSun","Cruel Sun","อาทิตย์ลงทัณฑ์","Area Fire damage, stun","สร้างความเสียหายไฟวงกว้างและสตัน","Hold the cast key to focus the sun's power into your hammer. Once fully charged, slam the ground to deal 150%-450% Fire damage to enemies and stun them for 0.5-1.5 seconds. [NEWLINE]  [NEWLINE] While channeling, you can't move but become Unstoppable and gain 60 Armor.","กดค้างเพื่อรวบรวมพลังสุริยะลงสู่ค้อน เมื่อชาร์จเต็มให้ฟาดลงพื้น สร้างความเสียหายไฟ 150%-450% และสตัน 0.5-1.5 วินาที [NEWLINE]  [NEWLINE] (ขณะชาร์จจะเดินไม่ได้ แต่จะได้รับเกราะ 60 และสถานะต้านทานการหยุดยั้ง)","Bow before the sun's judgment. If you will not kneel, then my hammer will make you kneel.","จงสยบยอมต่อคำพิพากษาแห่งตะวัน... หากเจ้ามิยอมคุกเข่า ค้อนของข้าจะทำให้เจ้าคุกเข่าเอง","","","",""
"St_Q_Discipline","Discipline","วินัยเหล็ก","Light damage, dash","สร้างความเสียหายแสง พุ่งโจมตี","Dash toward the target and slam your hammer, dealing 125% Light damage to enemies and triggering 50% attack effects. Each time you attack an enemy, the cooldown is reduced by 8%.","พุ่งเข้าไปฟาดค้อนใส่เป้าหมาย สร้างความเสียหายแสง 125% และแสดงผลเอฟเฟกต์การโจมตี 50% (ทุกครั้งที่โจมตีปกติ คูลดาวน์สกิลนี้จะลดลง 8%)","Heretic, why do you flee? [NEWLINE] My mace simply leads lost sheep back to the righteous path. No one escapes this teaching. If the price of learning is broken bones, then that is the price that must be paid.","เจ้าพวกนอกรีต... จะหนีไปไย? [NEWLINE] คทาของข้าเพียงจะนำทางลูกแกะหลงทางกลับสู่ครรลองที่ถูกควร ไม่มีใครหนีพ้นการสั่งสอนนี้ได้... หากราคาของการเรียนรู้คือกระดูกที่แหลกเหลว นั่นก็เป็นราคาที่เจ้าต้องจ่าย","Peak Performance","ท็อปฟอร์ม","Have 3 Dash or Teleport Memories at once as Vesper.","มีสกิลประเภท Dash หรือ Teleport 3 อันพร้อมกันในฐานะ Vesper"
"St_Q_EtherealInfluence","Ether's Influence","อิทธิพลแห่งอีเธอร์","Light damage, reactivate to root","สร้างความเสียหายแสง กดซ้ำเพื่อตรึง","Launch Ether that moves forward and returns, dealing 160% Light damage to enemies. Reactivate to cause Ether to explode, dealing 180% Light damage and rooting enemies for 3 seconds.","ปล่อยคลื่นอีเธอร์ออกไปแล้ววนกลับมา สร้างความเสียหายแสง 160% (กดใช้ซ้ำเพื่อสั่งระเบิด สร้างความเสียหาย 180% และตรึงศัตรูนาน 3 วินาที)","Behold, this most fundamental substance. [NEWLINE] From your soul to the earth beneath your feet, it is the beginning and end of all existence. [NEWLINE] Like the first breath of the universe itself...","จงดูสสารอันเป็นรากฐานนี้เถิด... [NEWLINE] จากจิตวิญญาณเจ้า จรดผืนดินใต้ฝ่าเท้า... มันคือจุดเริ่มต้นและจุดจบของสรรพสิ่ง [NEWLINE] ประหนึ่งลมหายใจแรกแห่งจักรวาล...","","","",""
"St_Q_Fleche","Flèche","เฟลช","Dash to target, attack","พุ่งเข้าหาเป้าหมายและโจมตี","Dash toward the target, dealing 140% damage, immediately performing a basic attack, and temporarily increasing Mist's Movement Speed. If this damage kills the target, restore 15 Health and reduce the cooldown by 15%. [NEWLINE]  [NEWLINE] Charges are fully restored at once.","พุ่งแทงเป้าหมาย สร้างความเสียหาย 140% พร้อมโจมตีซ้ำทันทีและเพิ่มความเร็วเคลื่อนที่ชั่วคราว หากสังหารเป้าหมายได้ จะฟื้นฟูเลือด 15 หน่วยและลดคูลดาวน์ลง 15% [NEWLINE]  [NEWLINE] (รีเซ็ตจำนวนครั้งการใช้สกิลทันที)","Faster than light.","เร็วกว่าแสง","Elemental Lord","จ้าวแห่งธาตุ","Defeat any elemental 75 times as Mist.","กำจัดมอนสเตอร์ธาตุใดก็ได้ 75 ตัวในฐานะ Mist"
"St_Q_GoldenBurst","Golden Explosion","ระเบิดประกายทอง","Light damage, heal allies","สร้างความเสียหายแสงและรักษา","Create a Golden Explosion forward that deals 110% Light damage to enemies and restores 28% Health to allies. When hitting a single target, this explosion's damage or healing is increased by 100%. [NEWLINE]  [NEWLINE] Upon casting, gain stacks of Wither for 3.5 seconds and sacrifice 5% of your Maximum Health. Each Wither stack increases the explosion's damage and healing by 100%, but also increases the Health sacrificed by 7% of your Maximum Health.","สร้างระเบิดทองคำไปด้านหน้า ทำดาเมจแสง 110% และฮีลเพื่อน 28% (หากโดนเป้าหมายเดียว ผลลัพธ์จะเพิ่มเป็น 2 เท่า) [NEWLINE]  [NEWLINE] เมื่อกดใช้ จะได้รับสถานะ ""Wither"" (กัดกร่อน) นาน 3.5 วินาที และเสียเลือด 5% โดย Wither แต่ละสแต็กจะช่วยเพิ่มความแรงสกิลและการฮีล 100% แต่ก็จะทำให้เสียเลือดเพิ่มขึ้นสแต็กละ 7% ด้วย","The amount of decomposition energy input is directly proportional to the destructive power output. [NEWLINE]  [NEWLINE] The fatigue that follows each experiment is interesting, but not particularly important.","ปริมาณพลังงานสลายตัวที่ป้อนเข้า แปรผันตรงกับอานุภาพทำลายล้างที่ได้ออกมา [NEWLINE]  [NEWLINE] ความเหนื่อยล้าหลังการทดลองก็น่าสนใจดี... แต่ไม่ใช่ประเด็นสำคัญเท่าไหร่","","","",""
"St_Q_HandCannon","Hand Cannon","ปืนใหญ่พกพา","Area Fire damage, knockback","สร้างความเสียหายไฟวงกว้างและผลักถอย","Shoot a blazing bullet that pushes you backward, dealing 80% Fire damage to enemies in front. Nearby enemies that are hit instead take 180% Fire damage and are knocked back.","ยิงกระสุนเพลิงอัดกระแทก (แรงถีบจะผลักตัวผู้ใช้ถอยหลัง) สร้างความเสียหายไฟ 80% แก่ศัตรูด้านหน้า หากศัตรูอยู่ระยะประชิดจะได้รับความเสียหายรุนแรง 180% และถูกกระแทกถอยหลัง","Just a single use makes it very difficult to maintain the firearm.","ยิงแค่นัดเดียว ปืนก็โทรมจนซ่อมแทบไม่ไหวแล้ว","","","",""
"St_Q_IncendiaryRounds","Incendiary Rounds","กระสุนหัวระเบิด","Attack empowered, Fire","เสริมพลังโจมตีธาตุไฟ","The next 4 basic attacks are 60% faster and deal an additional 100% Fire damage, briefly increasing Lacerta's Movement Speed.","การโจมตี 4 ครั้งถัดไปจะเร็วขึ้น 60% และสร้างความเสียหายไฟเพิ่ม 100% พร้อมเพิ่มความเร็วเคลื่อนที่ให้ Lacerta ชั่วขณะ","Lacerta shared many fiery wonders with his wife, who loved the beauty of flames, but he never let her handle incendiary rounds, insisting they were far too dangerous.","Lacerta เคยแบ่งปันความงดงามแห่งเปลวเพลิงกับภรรยาผู้หลงใหลในแสงไฟ... แต่เขากลับไม่เคยยอมให้นางแตะต้องกระสุนชนิดนี้ โดยย้ำเสมอว่ามันอันตรายเกินไป","Just Like the Old Days","เหมือนวันวาน","Defeat the Heroic Boss 5 times as Lacerta.","กำจัดบอสระดับวีรบุรุษ 5 ครั้งในฐานะ Lacerta"
"St_Q_Laceration","Laceration","บาดแผลฉีกขาด","Damage, two forms","สร้างความเสียหาย (เปลี่ยนรูปแบบได้)","Each basic attack alternates Laceration's form between Red Form and Blue Form. When this skill is cast, it unleashes a different effect depending on the current form. [NEWLINE]  [NEWLINE] Red Form: Dash a short distance, slashing enemies in a narrow area for 155% Dark damage and triggering attack effects. When you hit an enemy for the first time, reduce cooldown by 35% seconds. [NEWLINE]  [NEWLINE] Blue Form: Leap into the air to become briefly Invulnerable, then swing your blade to deal 200% Dark damage and trigger attack effects to all nearby enemies.","การโจมตีปกติจะสลับโหมดสกิลนี้ไปมาระหว่าง ""สีแดง"" กับ ""สีน้ำเงิน"" [NEWLINE]  [NEWLINE] โหมดสีแดง: พุ่งฟันระยะสั้น สร้างความเสียหายมืด 155% และแสดงผลเอฟเฟกต์การโจมตี (หากฟันโดน จะลดคูลดาวน์ลง 35%) [NEWLINE]  [NEWLINE] โหมดสีน้ำเงิน: กระโดดขึ้นฟ้า (อมตะชั่วขณะ) แล้วฟาดดาบลงมา สร้างความเสียหายมืด 200% แก่ศัตรูรอบตัว พร้อมแสดงผลเอฟเฟกต์การโจมตี","Attack or avoid, but the result is the same. [NEWLINE] Only your movement takes a different form.","จะบุกหรือจะถอย ผลลัพธ์ก็ค่าเท่ากัน... [NEWLINE] ต่างกันแค่ท่วงท่าลีลาเท่านั้นเอง","","","",""
"St_Q_Lunge","Lunge","พุ่งแทง","Dash forward, attack","พุ่งโจมตีด้านหน้า","Dash forward and thrust your saber toward the nearest enemy. Triggers attack effects and deals 200% damage to all enemies hit by the saber. Each time Astrid's Masterpiece triggers, reduce this Memory's cooldown by 0.5 seconds.","พุ่งเข้าไปแทงศัตรูที่ใกล้ที่สุด สร้างความเสียหาย 200% แก่ศัตรูที่โดนดาบ พร้อมแสดงผลเอฟเฟกต์การโจมตี (ทุกครั้งที่ Passive ""Astrid's Masterpiece"" ทำงาน จะลดคูลดาวน์สกิลนี้ 0.5 วินาที)","Esquive. A moment's flash.","เอสกีฟ... เพียงชั่วพริบตา","","","",""
"St_Q_MoonlightPact","Moonlight Pact","พันธสัญญาจันทรา","Summon Werewolf","อัญเชิญมนุษย์หมาป่า","Fenrir leaps to the target location, slashing enemies for 200% damage and stunning them for 0.5 seconds. For each enemy hit, Fenrir heals for 8% of his Maximum Health. Each time Fenrir attacks, the cooldown of this ability is reduced by 1 seconds. [NEWLINE]  [NEWLINE] Passive Effect: Summons Fenrir the Werewolf, who follows Nachia. Fenrir has 321 Health and 40 Armor, claws enemies for 130% damage, and triggers 50% attack effects.","Fenrir กระโจนไปยังเป้าหมาย สร้างความเสียหาย 200% และสตัน 0.5 วินาที (Fenrir จะฟื้นฟูเลือด 8% ต่อศัตรูที่โดน) ทุกครั้งที่ Fenrir โจมตี คูลดาวน์สกิลนี้จะลดลง 1 วินาที [NEWLINE]  [NEWLINE] Passive: เรียก Fenrir มนุษย์หมาป่าออกมาช่วยสู้ (HP 321 / เกราะ 40 / โจมตีแรง 130% / แสดงผลเอฟเฟกต์การโจมตี 50%)","The pact with the moonlight was once a joyful game to quell the mischievous chaos of a playful sibling.  [NEWLINE] The moonlight still answers her call, but its light no longer carries the same weight.","ครั้งหนึ่ง พันธสัญญากับแสงจันทร์เคยเป็นเพียงเกมสนุกๆ เพื่อปราบพยศน้องน้อยจอมซน... [NEWLINE] แม้แสงจันทร์จะยังคงขานรับนางดั่งเดิม หากแต่สัมผัสแห่งแสงนั้น กลับหนักอึ้งไม่เหมือนเก่าอีกต่อไป","Full Moon","คืนจันทร์เพ็ญ","Enter the Pure White Dream 2 times as Nachia.","เข้าสู่ความฝันขาวบริสุทธิ์ 2 ครั้งในฐานะ Nachia"
"St_Q_Reduction","Reduction","ลดทอนอนุภาค","Enemy damage, ally healing","สร้างความเสียหายและรักษา","Sacrifice 8% of your Maximum Health to throw thin Gold Shards forward 3 times. The Gold Shards pierce through targets, dealing 95% damage to enemies hit and healing allies for 18%.","สละเลือด 8% เพื่อซัดเศษทองคำออกไป 3 ครั้ง เศษทองจะพุ่งทะลุเป้าหมาย สร้างความเสียหาย 95% แก่ศัตรู และช่วยฟื้นฟูเลือดให้พันธมิตร 18%","The essence of my research is not destruction, but ""reduction."" I return objects to their most fundamental particles, then reconstruct them according to my will. [NEWLINE] This is the true realm of creation, something the stagnant minds of Arcanum could never imagine.","แก่นแท้งานวิจัยของข้าหาใช่การทำลายล้าง หากแต่เป็น ""การทอนอนุภาค""... ข้าย้อนคืนวัตถุสู่สภาวะพื้นฐานที่สุด แล้วประกอบสร้างมันขึ้นใหม่ตามอำเภอใจ [NEWLINE] นี่ต่างหากคือขอบเขตแห่งการสร้างสรรค์ที่แท้จริง สิ่งที่พวกสมองตีบตันแห่ง Arcanum ไม่มีวันจินตนาการถึง","Immortality Achieved","บรรลุอมตภาวะ","Cast Golden Explosion 9 times within 5 seconds as Aurena.","ใช้ท่า Golden Explosion 9 ครั้งภายใน 5 วินาทีในฐานะ Aurena"
"St_Q_SuperNova","Supernova","ซูเปอร์โนวา","Charge to deal powerful Light damage","ชาร์จพลังเพื่อระเบิดแสง","Creates an expanding star at the target location that slows enemies, then channels for up to 3 seconds. You can't attack or use Memories while channeling. Reactivating Supernova detonates the star, dealing 200% Light damage to enemies. The explosion becomes more powerful with charge time, increasing damage up to 225% after 1.3 seconds.","สร้างดวงดาวจำลอง ณ ตำแหน่งเป้าหมายเพื่อสโลว์ศัตรู จากนั้นทำการชาร์จพลัง (ได้สูงสุด 3 วินาที) กดสกิลซ้ำเพื่อสั่งระเบิดดวงดาว สร้างความเสียหายแสง 200% (ความแรงเพิ่มขึ้นตามเวลาที่ชาร์จ สูงสุด 225% เมื่อผ่านไป 1.3 วินาที)","What a beautiful and tragic paradox. [NEWLINE] Stars burn their very essence to shine their brightest, [NEWLINE] only for that moment to signal the start of eternal silence.","ช่างเป็นความย้อนแย้งที่งดงามและน่าเศร้า... [NEWLINE] ดวงดาราเผาผลาญแก่นแท้ตนเองเพื่อเปล่งประกายถึงขีดสุด [NEWLINE] เพียงเพื่อใช้แสงนั้นเป็นสัญญาณเริ่มแห่งความเงียบงันชั่วนิรันดร์","Night of Counting the Stars","ค่ำคืนแห่งการนับดาว","Reach 140 Ability Power with Yubar.","ทำค่าพลังเวท (Ability Power) ให้ถึง 140 ในฐานะ Yubar"
"St_Q_SylvanCall","Sylvan Call","เสียงเพรียกพงไพร","Summon Leaf Hound","อัญเชิญ Leaf Hound","Summon a Leaf Hound that follows Nachia at the target location, dealing 130% damage to enemies and stunning them for 0.4 seconds. [NEWLINE]  [NEWLINE] The Leaf Hound has 128 Health and 40 Armor, remains on the battlefield for up to 25 seconds, and claws enemies to deal 60% damage. You can have up to 5 Leaf Hounds summoned at once.","อัญเชิญ Leaf Hound ออกมายังตำแหน่งเป้าหมาย สร้างความเสียหาย 130% และสตันศัตรู 0.4 วินาที [NEWLINE]  [NEWLINE] Leaf Hound มี HP 128 / เกราะ 40 อยู่ได้นาน 25 วินาที และจะคอยช่วยโจมตีด้วยความแรง 60% (อัญเชิญได้สูงสุด 5 ตัว)","The purest spirits in the Ethereal Forest are born from fallen leaves and morning dew. [NEWLINE] When Nachia, the guardian of the forest, calls out, these strange ""hounds"" willingly appear to answer her call.","ดวงวิญญาณบริสุทธิ์แห่งป่า Ethereal ถือกำเนิดจากใบไม้ร่วงและน้ำค้างยามรุ่งสาง [NEWLINE] ยามใดที่ Nachia ผู้พิทักษ์ไพรเอื้อนเอ่ยเสียงเพรียกหา เหล่า ""สุนัขล่าเนื้อ"" อันน่าพิศวงเหล่านี้ ก็พร้อมจะปรากฏกายเพื่อขานรับคำเรียกด้วยความเต็มใจ","","","",""
"St_QR_DistortedMind","Distorted Mind","จิตวิปลาส","Dark damage","สร้างความเสียหายมืด","Hold to charge a volley of psychic arrows. Release to rain 1~4 psychic arrows on nearby enemies, based on charge time. Each psychic arrow deals 200% Dark damage to enemies in a small area.","กดค้างเพื่อรวบรวม ""ลูกศรจิต"" ปล่อยเพื่อสั่งลูกศร 1-4 ดอก (ตามเวลาชาร์จ) ให้ตกลงมาใส่ศัตรู แต่ละดอกสร้างความเสียหายมืด 200% เป็นวงกว้าง","But the world as the girl saw it was, at times, terribly twisted.  [NEWLINE]  [NEWLINE] When the old book in her mind imagined mischievous stories,  [NEWLINE] fragments of distorted thoughts poured down from the sky like black rain.  [NEWLINE]  [NEWLINE] Those caught in this rain  [NEWLINE] became trapped in the darkest chamber of the mind.","ทว่า... โลกในสายตาของเด็กหญิง บางครั้งก็บิดเบี้ยวจนน่ากลัว [NEWLINE]  [NEWLINE] ยามที่หนังสือนิทานเก่าแก่จินตนาการถึงเรื่องซุกซน [NEWLINE] เศษเสี้ยวความคิดที่บิดเบี้ยวจะร่วงหล่นจากฟากฟ้าราวกับห่าฝนสีดำ [NEWLINE]  [NEWLINE] ผู้ใดที่ต้องสายฝนนี้... [NEWLINE] จักถูกขังลืมอยู่ในห้องที่มืดมิดที่สุดของจิตใจ","Double Vision","ภาพซ้อนหลอนจิต","Deal a total of 250,000 Dark damage to enemies as Bismuth.","สร้างความเสียหายธาตุมืดรวม 250,000 หน่วยในฐานะ Bismuth"
"St_QR_InfernalTales","Tales of Hellfire","นิทานเพลิงโลกันตร์","Area Fire damage","สร้างความเสียหายไฟรอบตัว","Creates a ring of flames around you for 3 seconds. Enemies touching the flame ring take 350% Fire damage per second.","สร้างวงแหวนแห่งไฟรอบตัวนาน 3 วินาที ศัตรูที่สัมผัสวงแหวนจะได้รับความเสียหายไฟรุนแรง 350% ต่อวินาที","One day, the girl read a story about a mighty dragon.  [NEWLINE]  [NEWLINE] ""I want to be strong like a dragon too!""  [NEWLINE]  [NEWLINE] As she thought this,  [NEWLINE] the old book cheerfully turned its pages.  [NEWLINE]  [NEWLINE] Soon, flames like a dragon's hot breath rose from the girl's body,  [NEWLINE] and everyone around her smiled more brightly than any star as they danced with her.","วันหนึ่ง... เด็กหญิงอ่านนิทานเกี่ยวกับมังกรผู้ทรงพลัง [NEWLINE]  [NEWLINE] ""หนูอยากเก่งเหมือนมังกรบ้างจัง!"" [NEWLINE]  [NEWLINE] ทันทีที่เธอคิดเช่นนั้น... [NEWLINE] หนังสือเก่าก็พลิกหน้ากระดาษอย่างร่าเริง [NEWLINE]  [NEWLINE] ไม่นาน เปลวไฟร้อนระอุราวลมหายใจมังกรก็ลุกท่วมร่างของเด็กหญิง [NEWLINE] และทุกคนรอบกายต่างก็ฉีกยิ้มเจิดจ้ายิ่งกว่าดวงดาว... ขณะที่พวกเขา ""เต้นรำ"" ไปกับเธอ","A Piece of Cake","เรื่องกล้วยๆ","Defeat a Heroic Boss without taking any damage as Bismuth.","เอาชนะบอสระดับวีรบุรุษโดยไร้รอยขีดข่วน (ห้ามโดนดาเมจ) ในฐานะ Bismuth"
