"Key","Name_EN","Name_TH","Desc_EN","Desc_TH"
"Gem_R_Flow","Essence of Flow","แก่นแห่งการไหล","Dealing Light damage with any Memory reduces this Memory's cooldown by 6%. For Ultimate abilities, only 40% of the effect is applied. The Cooldown Reduction effect for this Memory also applies to equipped Essences.","การสร้างความเสียหายแสงด้วยความทรงจำใดๆ ลดคูลดาวน์ของความทรงจำนี้ 6% สำหรับความสามารถอัลติเมท ใช้เพียง 40% ของเอฟเฟกต์ เอฟเฟกต์ลดคูลดาวน์ของความทรงจำนี้ใช้กับแก่นที่ติดตั้งด้วย"
"Gem_R_Frost","Essence of Frost","แก่นแห่งน้ำค้างแข็ง","When this Memory deals Cold damage, it deals Cold damage equal to 10% of your Maximum Health and briefly stuns enemies. Can only trigger once every 5 seconds per enemy. Each time this triggers, permanently increase your Maximum Health by 1.","เมื่อความทรงจำนี้สร้างความเสียหายน้ำแข็ง จะสร้างความเสียหายน้ำแข็งเท่ากับ 10% ของพลังชีวิตสูงสุดและสตันศัตรูสั้นๆ ทริกเกอร์ได้ทุก 5 วินาทีต่อศัตรู ทุกครั้งที่ทริกเกอร์ เพิ่มพลังชีวิตสูงสุดถาวร 1"
"Gem_R_Glaciate","Essence of Freezing","แก่นแห่งการแช่แข็ง","Casting this Memory releases a burst of cold that deals 160% Cold damage to enemies. The area of effect increases with quality.","การใช้ความทรงจำนี้ปล่อยระเบิดความเย็นสร้างความเสียหายน้ำแข็ง 160% ต่อศัตรู พื้นที่เอฟเฟกต์เพิ่มขึ้นตามคุณภาพ"
"Gem_R_Insatiable","Essence of Voracity","แก่นแห่งความตะกละ","For 5 seconds after casting this Memory, Attack Damage is increased by 15% and restore 6 Health per attack.","เป็นเวลา 5 วินาทีหลังจากใช้ความทรงจำนี้ ความเสียหายโจมตีเพิ่มขึ้น 15% และฟื้นฟูพลังชีวิต 6 ต่อการโจมตี"
"Gem_R_Momentum","Essence of Momentum","แก่นแห่งโมเมนตัม","Each time you attack an enemy, the cooldown of this Memory is reduced by 0.4 seconds.","ทุกครั้งที่คุณโจมตีศัตรู คูลดาวน์ของความทรงจำนี้ลดลง 0.4 วินาที"
"Gem_R_NightSky","Essence of the Starry Sky","แก่นแห่งท้องฟ้าดาว","Each time this Memory hits an enemy, your Attack Speed increases by 10% for 3 seconds, up to a maximum of 20%. If it deals Dark damage, it can increase up to a maximum of 40%. Attacking the enemy refreshes the duration of this effect.","ทุกครั้งที่ความทรงจำนี้โจมตีศัตรู ความเร็วโจมตีเพิ่มขึ้น 10% เป็นเวลา 3 วินาที สูงสุด 20% หากสร้างความเสียหายมืด สามารถเพิ่มได้สูงสุด 40% การโจมตีศัตรูรีเฟรชระยะเวลาของเอฟเฟกต์นี้"
"Gem_R_Panic","Essence of Panic","แก่นแห่งความตื่นตระหนก","Taking any damage grants this Memory 30 Memory Haste and your Movement Speed increases by 20% for 3 seconds.","การได้รับความเสียหายให้ความทรงจำนี้ได้รับความเร็วความทรงจำ 30 และความเร็วเคลื่อนที่เพิ่มขึ้น 20% เป็นเวลา 3 วินาที"
"Gem_R_Rejuvenation","Essence of Rejuvenation","แก่นแห่งการฟื้นคืนชีพ","Every 15 seconds, this Memory's cast becomes empowered. For 1.5 seconds after casting the empowered cast, restore 14% of the damage dealt as your Health.","ทุก 15 วินาที การใช้ความทรงจำนี้จะถูกเสริมพลัง เป็นเวลา 1.5 วินาทีหลังจากใช้แบบเสริมพลัง ฟื้นฟูพลังชีวิต 14% ของความเสียหายที่สร้าง"
"Gem_R_Ricochet","Essence of Ricochet","แก่นแห่งการสะท้อน","The damage or healing from this Memory has a 50% chance to ricochet to another nearby target, dealing 90% damage or healing. If it's damage, it shares the elemental type with the original damage.","ความเสียหายหรือการฟื้นฟูจากความทรงจำนี้มีโอกาส 50% ที่จะสะท้อนไปยังเป้าหมายใกล้เคียงอื่น สร้างความเสียหายหรือฟื้นฟู 90% หากเป็นความเสียหาย จะมีธาตุเดียวกับความเสียหายต้นฉบับ"
"Gem_R_Rigidity","Essence of Rigidity","แก่นแห่งความแข็งแกร่ง","When this Memory hits an enemy, gain a Barrier of 9 that lasts for 2 seconds. If it deals Cold damage, this effect is increased by 80%.","เมื่อความทรงจำนี้โจมตีศัตรู ได้รับเกราะป้องกัน 9 ที่คงอยู่ 2 วินาที หากสร้างความเสียหายน้ำแข็ง เอฟเฟกต์นี้เพิ่มขึ้น 80%"
"Gem_R_Scorched","Essence of Scorch","แก่นแห่งการเผาไหม้","Casting this Memory fires 3 Fireballs, each dealing 47% Fire damage to nearby enemies.","การใช้ความทรงจำนี้ยิงลูกไฟ 3 ลูก แต่ละลูกสร้างความเสียหายไฟ 47% ต่อศัตรูใกล้เคียง"
"Gem_R_Shock","Essence of Shock","แก่นแห่งไฟฟ้าช็อต","Every 4th basic attack becomes empowered, unleashing Lightning that bounces between enemies, dealing 40% Light damage up to 2 times. For every 20% Critical Strike Chance, the maximum number of hits increases by 1.","การโจมตีพื้นฐานทุกครั้งที่ 4 จะถูกเสริมพลัง ปล่อยฟ้าผ่าที่กระเด้งระหว่างศัตรู สร้างความเสียหายแสง 40% สูงสุด 2 ครั้ง ทุก 20% โอกาสคริติคอล จำนวนการโจมตีสูงสุดเพิ่มขึ้น 1"
"Gem_R_Snow","Essence of Snow","แก่นแห่งหิมะ","Gain a Barrier of 40 that recharges if you avoid damage for 5 seconds. While the Barrier is active, periodically launch a snowball at a random nearby enemy, dealing 80% Cold damage. The larger your Barrier, the quicker it fires.","ได้รับเกราะป้องกัน 40 ที่ชาร์จใหม่หากคุณหลีกเลี่ยงความเสียหายเป็นเวลา 5 วินาที ขณะที่เกราะป้องกันทำงาน จะยิงลูกหิมะไปยังศัตรูใกล้เคียงสุ่มเป็นระยะ สร้างความเสียหายน้ำแข็ง 80% เกราะป้องกันยิ่งใหญ่ ยิ่งยิงเร็ว"
"Gem_R_Spiral","Essence of the Vortex","แก่นแห่งกระแสน้ำวน","Periodically fires a Fireball at a random nearby enemy, dealing 90% Fire damage. The higher the quality, the quicker it fires.","ยิงลูกไฟไปยังศัตรูใกล้เคียงสุ่มเป็นระยะ สร้างความเสียหายไฟ 90% คุณภาพยิ่งสูง ยิ่งยิงเร็ว"
"Gem_R_Stillness","Essence of Stillness","แก่นแห่งความนิ่ง","Every 5 seconds, this memory's Cast becomes Enhanced. Upon Enhanced Cast, emit light that deals 200% Light Damage to enemies and Stuns them for 2 seconds. Higher quality increases the emission radius.","ทุก 5 วินาที การใช้ความทรงจำนี้จะถูกเสริมพลัง เมื่อใช้แบบเสริมพลัง ปล่อยแสงสร้างความเสียหายแสง 200% ต่อศัตรูและสตัน 2 วินาที คุณภาพสูงขึ้นเพิ่มรัศมีการปล่อย"
"Gem_R_Wealth","Essence of Wealth","แก่นแห่งความมั่งคั่ง","When an enemy damaged by this Memory is killed within 2 seconds, they drop 1.7 Gold. Gold is shared among all Travelers.","เมื่อศัตรูที่ได้รับความเสียหายจากความทรงจำนี้ถูกฆ่าภายใน 2 วินาที จะดรอป 1.7 ทอง ทองจะแบ่งให้นักเดินทางทั้งหมด"
"Gem_R_Wound","Essence of the Wound","แก่นแห่งบาดแผล","When this Memory deals damage to an enemy, it applies a Mark. Each attack on the Mark deals 44% damage, and after 3 attacks, the Mark explodes, dealing 275% damage to all nearby enemies.","เมื่อความทรงจำนี้สร้างความเสียหายต่อศัตรู จะใส่เครื่องหมาย การโจมตีแต่ละครั้งบนเครื่องหมายสร้างความเสียหาย 44% และหลังจาก 3 การโจมตี เครื่องหมายจะระเบิดสร้างความเสียหาย 275% ต่อศัตรูใกล้เคียงทั้งหมด"
"Gem_U_EternalFlame","Eternal Flame","เปลวไฟนิรันดร์","Dealing Fire damage to an enemy with this Memory inflicts the Eternal Flame curse for 5 seconds. While under Eternal Flame, any damage you deal applies 1 Burn stack to the target. [NEWLINE] All damage from this Memory is increased by 2.0% for each Burn stack on that enemy.","การสร้างความเสียหายไฟต่อศัตรูด้วยความทรงจำนี้สาปเปลวไฟนิรันดร์เป็นเวลา 5 วินาที ขณะอยู่ภายใต้เปลวไฟนิรันดร์ ความเสียหายใดๆ ที่คุณสร้างจะใส่สแต็กไหม้ 1 ให้เป้าหมาย [NEWLINE] ความเสียหายทั้งหมดจากความทรงจำนี้เพิ่มขึ้น 2.0% ต่อสแต็กไหม้บนศัตรูนั้น"
"Gem_U_GlacialCore","Glacial Core","แกนน้ำแข็ง","Every 5 seconds, dealing damage with this Memory restores 3.6% of your Maximum Health. If it is Cold damage, the effect increases by 100%. [NEWLINE] 272% of all Health restored is converted into Cold damage, firing ice shards at nearby enemies.","ทุก 5 วินาที การสร้างความเสียหายด้วยความทรงจำนี้ฟื้นฟูพลังชีวิตสูงสุด 3.6% หากเป็นความเสียหายน้ำแข็ง เอฟเฟกต์เพิ่มขึ้น 100% [NEWLINE] พลังชีวิตที่ฟื้นฟูทั้งหมด 272% จะถูกแปลงเป็นความเสียหายน้ำแข็ง ยิงเศษน้ำแข็งไปยังศัตรูใกล้เคียง"
"Gem_U_LastStarlight","Last Starlight","แสงดาวดวงสุดท้าย","Every 15 seconds, this Memory's Cast is Empowered. On an Empowered Cast, create a black hole at the cast location that deals 160% Light Damage per second for 5 seconds.  [NEWLINE] If this is not a location-targeted Memory, the black hole is created on the nearest enemy in the direction you are facing.","ทุก 15 วินาที การใช้ความทรงจำนี้จะถูกเสริมพลัง เมื่อใช้แบบเสริมพลัง สร้างหลุมดำที่ตำแหน่งที่ใช้สร้างความเสียหายแสง 160% ต่อวินาทีเป็นเวลา 5 วินาที [NEWLINE] หากความทรงจำนี้ไม่ใช่แบบเลือกตำแหน่ง หลุมดำจะถูกสร้างบนศัตรูที่ใกล้ที่สุดในทิศทางที่คุณหันหน้าไป"
"Gem_U_SoulPrison","Soul Prison","คุกวิญญาณ","When you take Fatal damage, you ignore that damage and become Invulnerable for 3 seconds, then destroy this Essence. For every 1% of this Essence's quality, you restore 3 Health, and any excess healing is converted into a Barrier.","เมื่อคุณได้รับความเสียหายถึงตาย คุณจะเพิกเฉยความเสียหายนั้นและกลายเป็นอมตะเป็นเวลา 3 วินาที จากนั้นทำลายแก่นนี้ ทุก 1% ของคุณภาพแก่นนี้ คุณฟื้นฟูพลังชีวิต 3 และการฟื้นฟูส่วนเกินจะถูกแปลงเป็นเกราะป้องกัน"
